250301 => 131001;0506,17:10==0516,05:36
100701 => 021301;0509,04:39==0515,15:40
100701 => 010301;0512,14:56==0522,10:36
100601 => 150301;0505,11:30==0519,18:35
100601 => 120301;0507,12:05==0516,08:01
100601 => 022001;0504,04:10==0522,16:12
100601 => 020501;0504,09:14==0516,19:19
100501 => 150701;0505,20:36==0521,04:31
100501 => 120601;0508,00:14==0523,17:26
100501 => 070101;0501,07:58==0515,00:16
100501 => 020501;0506,10:45==0523,10:35
100401 => 150901;0508,22:30==0521,21:48
100401 => 120501;0502,17:37==0518,22:18
100401 => 060101;0502,07:57==0516,18:21
100401 => 020601;0507,07:20==0521,22:09
100301 => 190101;0505,20:16==0520,15:03
100301 => 120601;0509,15:53==0518,00:19
100301 => 100401;0511,12:40==0520,03:33
100301 => 021101;0512,05:20==0513,07:02
100201 => 150901;0504,20:35==0522,04:28
100201 => 120101;0508,13:14==0520,09:35
100201 => 070101;0508,01:57==0518,06:38
100201 => 020601;0506,07:12==0521,17:51
100101 => 150801;0504,07:31==0516,21:57
100101 => 120201;0507,10:53==0514,09:20
100101 => 021501;0509,15:42==0521,12:25
090701 => 190301;0509,09:43==0513,11:42
090701 => 101001;0509,18:06==0524,01:31
090501 => 150701;0501,00:20==0516,13:01
090501 => 080701;0509,03:28==0517,14:45
090201 => 120201;0504,05:08==0518,10:57
090101 => 190301;0501,21:22==0524,16:12
090101 => 090201;0508,14:15==0521,02:07
081301 => 081001;0511,07:50==0517,06:13
081001 => 090201;0506,14:06==0514,09:59
081001 => 040401;0510,16:02==0523,03:54
080701 => 050101;0509,17:17==0516,04:17
080201 => 050101;0503,23:37==0516,18:18
070101 => 120401;0502,17:44==0519,13:27
070101 => 021701;0505,17:10==0517,09:41
061301 => 220601;0508,01:51==0523,17:11
061301 => 060801;0510,04:54==0517,10:13
061301 => 010301;0511,22:30==0519,16:25
061201 => 131101;0504,04:05==0515,01:04
061201 => 060601;0510,02:33==0520,15:08
061201 => 020201;0505,05:16==0521,04:21
061101 => 220401;0505,05:46==0522,22:10
061101 => 061201;0506,03:32==0516,22:38
061101 => 020601;0511,04:12==0524,07:16
061001 => 220701;0507,17:53==0514,14:54
061001 => 100601;0504,05:13==0519,01:13
061001 => 021101;0502,04:43==0520,12:11
060801 => 220801;0501,13:05==0524,16:19
060801 => 130301;0512,14:31==0519,21:42
060801 => 010601;0509,12:44==0514,18:04
060701 => 130801;0504,09:22==0521,01:25
060701 => 060401;0504,22:55==0513,00:20
060701 => 010501;0511,23:04==0523,22:39
060601 => 130701;0507,01:05==0514,13:49
060601 => 060801;0503,01:13==0519,01:42
060601 => 010201;0504,21:08==0523,21:13
060501 => 130601;0503,05:34==0515,16:42
060501 => 060701;0510,01:51==0514,13:55
060501 => 021001;0510,07:58==0514,01:23
060401 => 220801;0503,21:30==0513,09:37
060401 => 130301;0509,22:50==0520,06:50
060401 => 021801;0508,01:43==0519,13:48
060301 => 220901;0502,10:04==0515,03:35
060301 => 130401;0501,02:51==0517,10:53
060301 => 021801;0509,22:22==0517,02:48
060301 => 010701;0511,21:06==0520,16:45
060201 => 131101;0503,16:12==0524,18:18
060201 => 100501;0504,17:16==0518,23:28
060201 => 021201;0503,13:42==0519,10:36
060201 => 010101;0505,22:11==0523,16:28
060101 => 130401;0508,06:20==0522,05:25
060101 => 060501;0501,00:56==0519,01:51
060101 => 020701;0511,15:09==0519,03:07
051101 => 120401;0506,14:24==0523,23:05
051101 => 050401;0502,01:25==0522,08:49
051001 => 090101;0502,15:44==0521,18:43
050901 => 120601;0504,13:52==0520,04:30
050901 => 050501;0510,22:11==0518,23:22
050501 => 120501;0503,18:01==0520,07:17
050501 => 050201;0510,11:30==0521,11:11
050401 => 090701;0508,21:20==0520,04:17
050401 => 030701;0511,01:30==0515,01:25
050201 => 090101;0503,04:46==0520,12:26
050101 => 120801;0510,16:17==0524,09:58
050101 => 050501;0512,01:13==0521,12:53
040801 => 051001;0502,11:30==0524,07:48
040401 => 050901;0506,11:00==0524,06:28
030701 => 050401;0508,16:04==0523,17:19
022001 => 150401;0507,18:18==0517,17:00
022001 => 100901;0501,20:25==0522,00:07
022001 => 060201;0503,20:56==0513,15:49
022001 => 020501;0506,18:06==0523,07:14
021901 => 190201;0503,10:37==0513,14:24
021901 => 100801;0503,16:54==0523,00:27
021901 => 021701;0505,06:24==0517,05:58
021901 => 010501;0509,11:28==0520,00:18
021801 => 130901;0511,23:03==0515,06:54
021801 => 100501;0512,17:00==0514,03:55
021801 => 021701;0504,23:36==0519,06:03
021701 => 190201;0511,01:28==0517,07:10
021701 => 130501;0501,14:50==0520,06:57
021701 => 100401;0504,21:01==0522,22:29
021701 => 021501;0503,10:28==0521,03:06
021601 => 220901;0510,07:06==0515,12:56
021601 => 131201;0503,10:21==0518,16:11
021601 => 100201;0507,13:40==0524,12:20
021601 => 021801;0512,12:30==0519,10:28
021601 => 010301;0512,12:23==0514,09:02
021501 => 150801;0508,09:13==0517,15:10
021501 => 100801;0501,16:01==0517,20:59
021501 => 022001;0507,17:16==0522,09:18
021501 => 020201;0502,13:38==0518,00:16
021401 => 150401;0502,07:02==0513,22:44
021401 => 100901;0503,12:54==0513,17:18
021401 => 021101;0503,07:21==0515,19:39
021301 => 220401;0509,05:52==0519,21:41
021301 => 130901;0508,00:35==0513,19:53
021301 => 100701;0510,16:31==0524,02:21
021301 => 060101;0505,21:59==0517,10:41
021301 => 020101;0508,21:33==0523,00:25
021201 => 150301;0501,17:35==0520,04:54
021201 => 100901;0506,15:06==0521,14:20
021201 => 060201;0506,23:47==0515,13:55
021101 => 221001;0506,19:20==0523,01:15
021101 => 130801;0510,14:14==0521,03:43
021101 => 060201;0510,05:07==0516,21:07
021101 => 020201;0505,10:29==0513,06:29
021001 => 131201;0502,18:11==0516,13:57
021001 => 100701;0509,16:41==0517,02:34
021001 => 022001;0512,16:39==0522,00:33
020901 => 220701;0504,23:43==0523,01:54
020901 => 130801;0510,18:45==0518,09:14
020901 => 100501;0511,11:01==0516,10:03
020901 => 022001;0503,21:27==0514,06:07
020901 => 010701;0504,16:08==0517,05:08
020801 => 130801;0501,09:16==0513,05:57
020801 => 100101;0510,19:54==0513,22:15
020801 => 021601;0508,13:09==0522,23:11
020701 => 221001;0501,04:37==0523,22:26
020701 => 130501;0507,12:08==0519,02:35
020701 => 100501;0504,22:19==0519,12:28
020701 => 021701;0505,03:33==0519,13:28
020701 => 020101;0504,00:06==0515,21:50
020601 => 130701;0505,16:04==0516,19:14
020601 => 100801;0511,15:56==0513,11:11
020601 => 060101;0507,17:09==0524,23:14
020601 => 020301;0509,11:56==0518,02:53
020501 => 130101;0502,18:05==0518,13:29
020501 => 100401;0506,20:04==0517,12:47
020501 => 021001;0508,10:25==0518,08:44
020401 => 220701;0509,02:50==0520,10:17
020401 => 130801;0510,13:36==0524,18:01
020401 => 100401;0501,03:26==0519,01:12
020401 => 021601;0505,04:56==0515,11:21
020301 => 220901;0511,17:34==0521,10:19
020301 => 130601;0508,11:10==0520,04:02
020301 => 100101;0505,07:20==0523,17:16
020301 => 020901;0502,16:54==0515,17:38
020201 => 150401;0510,02:42==0517,16:39
020201 => 100801;0507,23:43==0515,08:52
020201 => 021801;0509,02:27==0523,19:06
020101 => 221001;0502,20:22==0522,09:16
020101 => 130801;0509,04:34==0513,04:44
020101 => 100601;0501,13:30==0513,02:48
020101 => 021901;0503,06:33==0517,06:04
020101 => 020201;0511,03:25==0515,18:56
010701 => 130801;0506,09:33==0515,01:00
010701 => 060501;0507,03:28==0514,11:16
010601 => 220601;0508,07:10==0518,01:03
010601 => 130201;0503,03:46==0514,03:44
010601 => 060201;0508,22:55==0513,03:01
010501 => 220401;0506,05:41==0515,10:29
010501 => 100701;0501,02:10==0515,17:44
010501 => 021501;0509,00:44==0518,05:09
010301 => 220401;0502,19:38==0518,20:43
010301 => 061101;0512,23:04==0519,05:58
010301 => 010201;0502,17:08==0520,06:48
010201 => 130501;0503,03:27==0522,08:13
010201 => 060101;0511,01:32==0517,00:37
010101 => 131101;0507,01:13==0521,06:10
010101 => 060801;0505,10:06==0520,14:15
010101 => 010701;0503,04:18==0521,21:30
