250301 => 130801;0404,21:51==0413,16:55
061201 => 020101;0407,08:14==0413,07:40
061101 => 220301;0403,06:38==0414,05:38
061101 => 060601;0406,12:45==0416,13:39
061101 => 020401;0405,08:38==0424,11:57
061001 => 220601;0402,10:27==0421,21:33
061001 => 100501;0411,14:16==0423,09:06
061001 => 021001;0408,07:42==0419,14:24
060801 => 220701;0405,22:35==0417,10:51
060801 => 130201;0403,21:21==0413,03:28
060801 => 010201;0405,02:57==0422,15:37
060701 => 130701;0403,12:07==0422,13:33
060701 => 060101;0410,03:54==0420,04:38
060701 => 010201;0404,20:33==0413,05:13
060601 => 130601;0405,20:10==0424,08:43
060601 => 060701;0402,16:59==0414,11:41
060601 => 010101;0405,11:01==0424,21:07
060501 => 130501;0411,14:10==0423,02:13
060501 => 060601;0411,18:51==0420,12:47
060501 => 020701;0403,01:38==0413,07:45
060401 => 220701;0412,03:31==0424,20:54
060401 => 130201;0410,12:15==0414,00:42
060401 => 021601;0408,07:53==0414,23:24
060301 => 220801;0403,15:54==0415,10:57
060301 => 130301;0406,07:27==0414,00:41
060301 => 021601;0408,06:01==0418,03:18
060301 => 010601;0410,05:29==0419,09:35
060201 => 131001;0411,23:10==0424,12:40
060201 => 100401;0404,09:27==0421,09:16
060201 => 021101;0411,04:22==0419,02:47
060101 => 221001;0407,22:00==0421,05:31
060101 => 130301;0411,15:36==0416,08:30
060101 => 060201;0408,01:14==0418,15:41
060101 => 020601;0405,22:48==0417,23:20
051101 => 120301;0403,15:23==0413,09:58
051101 => 050201;0407,21:28==0421,03:58
051001 => 081301;0405,16:05==0423,12:29
050901 => 120401;0401,04:46==0422,07:42
050901 => 050401;0410,07:48==0419,01:59
050501 => 120401;0408,22:34==0422,10:04
050501 => 050101;0404,04:23==0415,15:48
050401 => 090501;0411,03:36==0424,22:16
050201 => 150701;0408,05:48==0417,14:04
050201 => 081301;0409,13:11==0416,03:29
050101 => 120501;0410,08:36==0415,23:39
050101 => 050401;0405,03:20==0417,10:30
040801 => 050901;0412,06:49==0414,20:03
040401 => 040801;0409,17:43==0413,12:24
030701 => 050201;0411,19:57==0414,18:02
022001 => 150301;0405,20:08==0422,03:45
022001 => 100601;0401,10:03==0421,07:03
022001 => 060101;0410,20:55==0414,17:15
022001 => 020401;0405,21:59==0422,22:47
021901 => 150801;0408,13:35==0416,15:27
021901 => 100301;0412,02:58==0419,08:59
021901 => 021501;0412,09:33==0422,09:40
021901 => 010301;0408,08:48==0422,01:39
021801 => 130801;0411,08:53==0420,04:26
021801 => 100401;0411,15:44==0421,21:51
021801 => 021601;0405,14:47==0421,08:12
021701 => 190101;0412,22:58==0415,14:29
021701 => 130301;0407,21:47==0423,17:21
021701 => 100301;0410,12:36==0417,14:31
021701 => 021301;0406,07:46==0416,13:42
021601 => 220801;0409,12:08==0413,10:24
021601 => 131101;0409,10:33==0419,06:53
021601 => 100101;0402,00:59==0422,17:18
021601 => 021701;0407,08:20==0424,16:20
021601 => 010101;0410,20:54==0424,07:31
021501 => 150301;0411,17:31==0422,12:10
021501 => 100701;0407,06:01==0418,12:07
021501 => 021901;0406,23:32==0416,21:48
021501 => 020101;0401,14:55==0415,20:40
021401 => 131201;0401,21:42==0423,08:54
021401 => 100801;0403,05:24==0415,09:05
021401 => 020801;0404,16:20==0414,18:30
021301 => 220301;0407,15:04==0422,03:20
021301 => 130801;0407,12:42==0421,11:59
021301 => 100601;0401,21:04==0421,19:55
021301 => 021901;0412,09:32==0416,01:23
021301 => 010501;0403,09:00==0420,22:02
021201 => 150201;0411,11:27==0421,03:47
021201 => 100701;0404,12:29==0423,11:31
021201 => 060101;0412,04:19==0424,23:19
021101 => 190301;0406,04:18==0424,04:07
021101 => 130601;0405,21:23==0422,00:12
021101 => 060101;0404,22:56==0417,13:14
021001 => 250301;0403,19:16==0418,21:01
021001 => 131101;0404,14:11==0420,15:55
021001 => 100601;0402,11:28==0418,14:15
021001 => 021801;0407,17:44==0422,07:13
020901 => 220601;0406,04:20==0417,03:35
020901 => 130701;0411,21:26==0415,22:14
020901 => 100301;0402,03:07==0415,07:55
020901 => 021901;0405,03:18==0414,00:23
020901 => 010601;0401,08:53==0417,07:21
020801 => 130701;0401,06:15==0421,15:14
020801 => 070101;0407,17:44==0419,20:56
020801 => 021401;0411,01:24==0420,21:39
020701 => 220901;0401,00:45==0417,13:33
020701 => 130301;0412,19:45==0415,22:23
020701 => 100401;0406,11:27==0418,21:06
020701 => 021501;0407,06:33==0417,22:14
020701 => 010101;0404,08:35==0413,15:11
020601 => 130601;0405,05:17==0414,04:09
020601 => 100701;0411,20:15==0420,18:21
020601 => 021901;0412,16:46==0417,08:31
020501 => 221001;0411,06:38==0422,01:29
020501 => 120901;0402,14:21==0423,16:25
020501 => 100301;0408,16:40==0418,15:50
020501 => 020901;0405,16:59==0422,20:36
020401 => 220601;0410,11:22==0416,12:05
020401 => 130701;0407,21:41==0416,05:34
020401 => 100301;0409,11:31==0422,09:47
020401 => 021401;0404,16:46==0419,15:13
020301 => 220601;0409,06:31==0417,06:59
020301 => 130501;0404,15:58==0415,19:24
020301 => 061201;0412,00:47==0415,07:13
020301 => 020801;0403,21:01==0413,05:37
020201 => 150301;0403,01:23==0423,03:08
020201 => 100501;0405,12:49==0417,19:30
020201 => 021701;0410,22:03==0422,00:04
020101 => 220701;0404,01:46==0413,23:21
020101 => 130701;0408,17:07==0422,09:02
020101 => 100501;0410,01:21==0420,12:32
020101 => 021701;0408,06:12==0421,11:36
010701 => 220901;0412,00:39==0424,15:42
010701 => 130601;0404,08:09==0416,14:19
010701 => 060401;0408,22:25==0419,17:26
010601 => 220501;0405,13:51==0424,00:06
010601 => 130101;0405,23:44==0416,06:53
010601 => 021601;0411,01:28==0417,01:58
010501 => 220301;0401,23:37==0424,03:46
010501 => 061301;0401,03:03==0422,01:25
010501 => 021301;0405,23:04==0422,17:51
010301 => 220301;0406,00:50==0424,22:23
010301 => 061001;0412,21:15==0413,07:48
010201 => 220801;0405,23:26==0423,11:32
010201 => 130401;0406,13:50==0422,01:09
010201 => 021501;0408,03:40==0417,21:58
010101 => 131001;0406,21:23==0415,05:35
010101 => 060601;0403,10:13==0413,09:54
010101 => 010601;0408,02:49==0422,02:52
