250301 => 150201;0611,18:20==0618,11:34
130701 => 061001;0607,15:35==0613,01:18
130701 => 021201;0611,14:25==0614,15:06
130601 => 220701;0605,09:54==0624,08:56
130601 => 101101;0612,08:44==0620,15:22
130601 => 021601;0604,09:27==0614,13:55
130601 => 010701;0606,09:02==0615,18:16
130501 => 220201;0606,20:45==0613,08:29
130501 => 101101;0612,04:32==0617,21:22
130501 => 060501;0612,04:05==0613,18:29
130501 => 020801;0602,18:39==0615,10:02
130401 => 220401;0612,02:18==0617,01:03
130401 => 061101;0604,12:48==0617,18:30
130401 => 021301;0608,08:42==0623,02:55
130301 => 220601;0610,07:33==0614,19:42
130301 => 101101;0610,12:45==0618,13:16
130301 => 060301;0601,10:10==0620,13:59
130301 => 020401;0605,17:12==0624,07:19
130201 => 220501;0611,07:03==0623,01:45
130201 => 130101;0601,23:44==0622,10:05
130201 => 022001;0610,00:29==0617,14:02
130101 => 221001;0607,09:39==0616,02:18
130101 => 130501;0603,21:33==0622,05:24
130101 => 060101;0606,01:46==0619,18:34
130101 => 020501;0608,02:18==0624,07:49
120901 => 150901;0612,18:07==0624,16:27
120901 => 100901;0606,09:55==0619,18:19
120801 => 250301;0601,19:05==0614,00:20
120801 => 101101;0604,11:19==0621,02:39
120801 => 050401;0608,07:38==0617,05:50
120701 => 150901;0605,04:05==0617,17:08
120701 => 100801;0602,04:21==0622,15:18
120701 => 020601;0611,05:00==0619,14:03
120601 => 120201;0610,06:43==0619,05:19
120601 => 051101;0609,20:42==0617,17:59
120501 => 120801;0611,01:08==0615,01:21
120501 => 100401;0611,17:26==0618,17:56
120501 => 022001;0607,19:27==0613,22:31
120401 => 190201;0611,16:58==0621,19:03
120401 => 120101;0604,09:23==0613,03:20
120401 => 051101;0611,01:47==0624,22:25
120301 => 190101;0605,19:52==0619,15:08
120301 => 101001;0601,12:49==0620,06:25
120301 => 050201;0607,20:14==0619,05:21
120201 => 150401;0605,16:24==0616,13:33
120201 => 100101;0612,21:40==0617,02:23
120201 => 050101;0608,10:26==0618,01:15
120101 => 120501;0604,03:54==0623,09:39
120101 => 051101;0610,08:20==0614,20:38
101101 => 220401;0606,22:44==0619,12:49
101101 => 130501;0607,00:03==0616,20:02
101101 => 100801;0605,17:30==0616,10:16
101101 => 021501;0611,03:42==0616,09:22
101101 => 020101;0608,23:20==0623,00:13
101001 => 130901;0603,22:53==0617,05:37
101001 => 100501;0608,23:09==0614,07:43
101001 => 020101;0608,06:08==0613,02:46
100901 => 120701;0610,14:44==0615,20:33
100901 => 100201;0610,13:44==0613,06:00
100901 => 020201;0612,21:20==0613,21:44
100801 => 130901;0603,08:56==0613,15:40
100801 => 100601;0605,00:56==0623,07:38
100801 => 021101;0608,08:26==0616,06:17
100701 => 220701;0603,10:11==0624,14:51
100701 => 130701;0601,15:00==0619,02:36
100701 => 061301;0611,23:41==0621,01:09
100701 => 021501;0603,21:22==0622,20:22
100701 => 010501;0608,20:32==0624,01:55
100601 => 150701;0609,23:26==0617,00:27
100601 => 120401;0604,05:42==0617,16:35
100601 => 060201;0607,15:17==0616,07:20
100601 => 020601;0608,21:23==0620,17:35
100501 => 150801;0611,06:26==0615,05:47
100501 => 120901;0603,15:17==0613,11:36
100501 => 100201;0611,11:33==0621,16:38
100501 => 020701;0606,12:20==0618,08:50
100401 => 190201;0609,12:40==0616,13:00
100401 => 120701;0608,03:45==0614,17:57
100401 => 060201;0605,22:59==0621,13:17
100401 => 020701;0605,05:42==0620,03:04
100301 => 190201;0607,16:16==0615,18:14
100301 => 120801;0607,04:42==0623,21:13
100301 => 100601;0611,08:09==0613,13:06
100301 => 021201;0607,00:04==0620,22:40
100201 => 190301;0603,07:24==0624,07:43
100201 => 120301;0607,07:36==0619,11:43
100201 => 090101;0603,21:51==0620,03:39
100201 => 020801;0611,16:16==0621,16:03
100101 => 150901;0603,18:13==0617,05:04
100101 => 120301;0605,22:18==0618,17:20
100101 => 021601;0612,00:47==0615,08:05
100101 => 020201;0607,22:47==0615,05:56
090701 => 120201;0601,05:46==0624,12:45
090501 => 190101;0604,00:57==0619,04:52
090501 => 081001;0604,18:05==0618,05:46
090201 => 120401;0608,16:44==0618,14:44
090201 => 030701;0608,00:40==0618,08:04
090101 => 090501;0606,13:02==0615,21:47
081301 => 090201;0604,01:38==0614,08:47
081001 => 090501;0608,15:12==0620,02:29
081001 => 040801;0606,04:59==0620,04:13
080701 => 050401;0604,21:16==0623,12:17
080201 => 050201;0611,11:15==0613,21:26
070101 => 120501;0604,09:09==0621,06:08
070101 => 090501;0604,02:48==0623,03:26
061301 => 220801;0612,06:19==0621,13:43
061301 => 061001;0608,17:13==0617,16:10
061301 => 010501;0610,02:59==0616,07:51
061201 => 131201;0604,10:37==0613,21:41
061201 => 060801;0611,21:06==0620,05:55
061201 => 020301;0605,09:19==0613,01:47
061101 => 220501;0607,11:14==0622,01:06
061101 => 100401;0605,11:01==0619,07:01
061101 => 020701;0604,11:48==0617,05:26
061001 => 220801;0607,14:12==0619,21:17
061001 => 130301;0612,13:18==0615,20:19
061001 => 021201;0601,15:24==0618,21:43
060801 => 220901;0602,04:58==0618,17:24
060801 => 130401;0606,01:48==0613,18:59
060801 => 010701;0607,08:33==0621,04:48
060701 => 131101;0602,01:25==0620,16:20
060701 => 060501;0604,00:37==0623,17:36
060701 => 010601;0608,02:40==0624,21:35
060601 => 130801;0606,16:46==0615,18:24
060601 => 061001;0610,23:50==0622,07:41
060601 => 010301;0612,00:08==0624,09:31
060501 => 130701;0606,04:40==0622,22:14
060501 => 060801;0608,16:19==0618,01:47
060501 => 021101;0602,23:39==0616,05:19
060401 => 220901;0601,13:37==0624,19:11
060401 => 130401;0607,02:22==0620,09:15
060401 => 021901;0610,23:59==0621,07:41
060301 => 221001;0611,12:33==0620,02:30
060301 => 130601;0603,22:32==0616,19:13
060301 => 022001;0610,16:29==0624,09:52
060301 => 020101;0612,23:17==0621,05:15
060201 => 131201;0604,11:28==0624,05:53
060201 => 100601;0605,07:16==0617,00:26
060201 => 021401;0608,02:19==0618,03:52
060201 => 010501;0601,02:07==0624,02:07
060101 => 130501;0608,21:15==0624,03:20
060101 => 060601;0606,15:11==0624,15:50
060101 => 020801;0607,09:42==0621,09:33
051101 => 120601;0610,02:11==0616,03:10
051101 => 050501;0607,00:32==0618,23:32
051001 => 090201;0602,12:58==0624,11:21
050901 => 120901;0611,01:40==0622,11:10
050901 => 051001;0608,23:53==0622,19:33
050501 => 120601;0607,07:36==0624,16:17
050501 => 050901;0607,09:28==0617,18:04
050401 => 120101;0605,19:56==0614,04:25
050401 => 050101;0601,14:51==0613,02:41
050201 => 090501;0601,15:23==0623,12:51
050101 => 120901;0609,10:52==0618,11:21
050101 => 050901;0603,21:03==0619,15:01
040801 => 051101;0609,22:09==0614,04:19
040401 => 051001;0608,17:12==0621,20:29
030701 => 050901;0612,14:39==0616,15:35
022001 => 150901;0604,13:50==0619,20:27
022001 => 101101;0605,01:41==0614,01:02
022001 => 060301;0601,15:12==0621,01:34
022001 => 020701;0604,03:03==0614,05:12
021901 => 220101;0601,01:50==0620,07:43
021901 => 100901;0607,14:57==0624,06:10
021901 => 021801;0611,23:33==0621,20:00
021901 => 010701;0604,11:11==0624,00:19
021801 => 131101;0604,10:12==0617,20:17
021801 => 100601;0601,01:21==0624,12:59
021801 => 021901;0610,17:26==0624,04:53
021701 => 190301;0605,16:33==0613,03:28
021701 => 130601;0608,10:14==0622,20:18
021701 => 100501;0610,06:17==0614,07:44
021701 => 021601;0609,05:56==0621,10:00
021601 => 221001;0601,12:14==0614,20:18
021601 => 150201;0607,07:34==0619,11:59
021601 => 100301;0603,21:28==0613,03:24
021601 => 022001;0612,06:32==0618,17:09
021601 => 010601;0612,04:10==0619,07:51
021501 => 150901;0605,10:34==0619,15:59
021501 => 101001;0609,15:41==0613,04:40
021501 => 060101;0611,15:40==0613,14:28
021501 => 020301;0605,01:30==0616,03:41
021401 => 150901;0611,07:21==0619,11:50
021401 => 101101;0609,06:00==0623,20:06
021401 => 021201;0608,00:45==0616,09:25
021301 => 220501;0604,14:39==0619,19:08
021301 => 131101;0604,19:33==0623,00:48
021301 => 100801;0605,12:55==0617,07:46
021301 => 060301;0607,00:46==0615,12:44
021301 => 020201;0606,08:21==0614,05:51
021201 => 150401;0602,11:45==0617,17:03
021201 => 101101;0605,21:06==0618,15:00
021201 => 060301;0611,13:43==0617,22:17
021101 => 250301;0602,15:07==0622,19:48
021101 => 130901;0609,10:44==0613,18:56
021101 => 060501;0606,12:21==0618,03:47
021101 => 020701;0605,01:58==0621,05:31
021001 => 150201;0612,07:25==0620,00:17
021001 => 100801;0607,15:00==0615,23:04
021001 => 060301;0608,19:15==0616,12:26
020901 => 220901;0601,16:32==0613,00:10
020901 => 131001;0612,21:11==0614,07:58
020901 => 100601;0603,02:44==0615,18:16
020901 => 060201;0605,13:34==0616,10:27
020901 => 020101;0602,10:39==0613,16:09
020801 => 131001;0608,13:37==0624,10:32
020801 => 100201;0604,09:47==0613,07:47
020801 => 021801;0602,20:18==0624,21:04
020701 => 250301;0603,17:35==0621,04:15
020701 => 130601;0605,12:36==0613,06:09
020701 => 100601;0606,01:44==0623,02:27
020701 => 021801;0611,04:50==0620,09:05
020701 => 020201;0603,07:55==0613,07:36
020601 => 130801;0609,10:54==0620,14:31
020601 => 100901;0603,21:02==0617,22:29
020601 => 060201;0606,17:37==0624,07:20
020601 => 020401;0605,07:26==0624,03:58
020501 => 130501;0604,14:41==0621,13:35
020501 => 100501;0605,08:39==0614,09:18
020501 => 021301;0604,17:13==0621,15:10
020401 => 220901;0609,07:04==0615,16:17
020401 => 131101;0605,03:50==0613,01:51
020401 => 100501;0611,18:28==0618,13:28
020401 => 021901;0604,12:27==0614,06:52
020301 => 221001;0609,03:41==0617,00:09
020301 => 130801;0610,06:53==0617,15:33
020301 => 100201;0608,23:31==0622,11:48
020301 => 021201;0609,18:44==0622,20:57
020201 => 150701;0606,21:34==0614,21:21
020201 => 100901;0609,06:09==0617,01:01
020201 => 022001;0611,05:15==0623,13:59
020101 => 250301;0607,03:43==0614,00:25
020101 => 130901;0602,01:02==0620,18:29
020101 => 100801;0602,19:07==0623,09:50
020101 => 060101;0611,00:07==0614,03:30
020101 => 020401;0608,14:37==0622,04:35
010701 => 131001;0602,22:25==0613,13:00
010701 => 060601;0601,12:40==0618,06:24
010601 => 220701;0611,10:52==0621,03:30
010601 => 130301;0606,17:55==0617,05:47
010601 => 060301;0607,01:42==0619,13:48
010501 => 220601;0606,16:04==0622,05:37
010501 => 130101;0607,10:13==0624,08:54
010501 => 021901;0607,14:53==0617,20:19
010301 => 220601;0605,19:44==0621,04:33
010301 => 061201;0607,08:06==0623,16:58
010301 => 010501;0610,21:48==0616,09:44
010201 => 130601;0601,17:25==0616,17:56
010201 => 060301;0608,09:32==0616,08:11
010101 => 131201;0612,06:16==0619,20:52
010101 => 061001;0603,17:51==0624,12:15
010101 => 020701;0608,02:45==0621,01:39
