250301 => 150301;0712,11:28==0718,22:16
061101 => 020801;0708,22:54==0715,20:27
061001 => 220901;0702,15:18==0721,09:24
061001 => 130401;0704,23:15==0719,12:37
061001 => 021501;0708,06:28==0724,13:25
061001 => 010101;0706,00:19==0714,17:19
060801 => 130501;0707,05:05==0717,17:03
060801 => 060101;0703,04:36==0723,00:03
060701 => 220101;0708,13:30==0715,23:55
060701 => 060601;0705,11:55==0714,17:52
060701 => 010701;0709,09:14==0719,17:54
060601 => 130901;0705,05:38==0724,06:32
060601 => 061101;0701,03:02==0714,01:43
060601 => 010701;0711,21:39==0715,09:14
060501 => 130801;0708,02:32==0724,22:30
060501 => 061001;0707,01:24==0724,15:39
060501 => 021301;0704,15:52==0719,10:20
060401 => 221001;0709,05:36==0724,07:29
060401 => 130501;0707,03:35==0715,19:31
060401 => 022001;0706,17:36==0719,09:14
060401 => 010101;0703,15:44==0715,08:41
060301 => 130701;0710,18:21==0721,05:54
060301 => 060201;0710,09:49==0721,10:14
060301 => 020301;0704,21:43==0720,11:10
060201 => 220201;0707,05:08==0721,19:17
060201 => 100701;0709,21:06==0714,01:40
060201 => 021601;0704,13:50==0723,07:50
060201 => 010601;0709,14:24==0720,13:48
060101 => 130701;0711,09:44==0718,18:33
060101 => 060701;0712,16:27==0720,02:02
060101 => 021101;0706,23:20==0718,14:37
060101 => 010101;0703,17:35==0716,07:49
051101 => 050901;0707,23:54==0718,14:39
051001 => 090701;0708,14:55==0716,02:49
051001 => 030701;0712,23:55==0715,08:55
050901 => 051101;0709,16:24==0722,09:32
050501 => 120701;0710,09:14==0717,05:27
050501 => 051001;0708,13:38==0713,23:52
050401 => 120201;0710,02:05==0713,12:27
050401 => 050201;0701,01:08==0719,09:51
050201 => 090701;0711,15:12==0713,17:51
050101 => 150401;0712,17:46==0722,14:02
050101 => 080201;0706,01:20==0724,07:16
040801 => 080201;0702,01:28==0722,10:06
040401 => 051101;0709,14:37==0719,13:07
030701 => 051001;0711,16:43==0719,13:18
022001 => 190101;0701,01:37==0715,17:48
022001 => 120501;0709,16:40==0723,06:09
022001 => 060401;0702,10:38==0720,15:56
022001 => 020801;0706,18:52==0716,00:21
021901 => 220201;0703,23:05==0720,09:23
021901 => 101001;0706,11:04==0719,08:13
021901 => 022001;0703,02:18==0720,15:10
021901 => 020101;0705,18:00==0719,21:20
021801 => 131201;0709,17:20==0718,23:41
021801 => 100701;0702,20:25==0721,10:19
021801 => 060101;0711,19:30==0715,17:48
021801 => 020201;0707,02:30==0720,16:40
021701 => 130801;0707,14:47==0716,16:37
021701 => 100701;0703,07:49==0717,20:41
021701 => 021801;0707,10:48==0722,10:54
021701 => 020101;0701,03:55==0715,06:49
021601 => 150301;0704,01:45==0713,21:08
021601 => 100401;0706,01:55==0716,00:10
021601 => 060101;0701,07:13==0718,23:40
021601 => 020101;0704,19:38==0713,02:15
021501 => 190201;0710,06:16==0719,00:29
021501 => 101101;0703,18:10==0718,13:39
021501 => 060301;0701,06:08==0724,17:35
021501 => 020501;0701,03:32==0718,19:23
021401 => 190101;0701,13:41==0721,17:15
021401 => 120101;0705,15:42==0719,09:50
021401 => 021601;0705,01:27==0717,07:30
021301 => 220601;0710,00:31==0715,18:41
021301 => 131201;0708,12:23==0718,00:36
021301 => 101101;0703,08:45==0715,05:36
021301 => 060501;0709,00:06==0717,20:01
021301 => 020401;0706,14:18==0718,14:16
021201 => 150801;0708,03:21==0713,22:28
021201 => 120501;0706,00:54==0723,10:03
021201 => 060601;0707,00:21==0721,14:50
021201 => 010101;0702,20:18==0718,23:09
021101 => 131001;0712,12:41==0721,14:06
021101 => 061001;0709,20:13==0723,03:43
021101 => 020801;0704,17:49==0718,03:05
021001 => 150701;0707,08:55==0718,17:19
021001 => 100901;0705,20:58==0718,03:58
021001 => 060501;0705,13:32==0713,06:19
020901 => 221001;0712,22:46==0715,08:10
020901 => 131201;0708,01:58==0721,00:32
020901 => 100701;0707,11:17==0723,14:55
020901 => 060301;0705,20:38==0713,23:28
020901 => 020301;0702,00:20==0718,02:47
020801 => 131201;0706,09:11==0722,11:28
020801 => 100301;0710,17:23==0720,15:55
020801 => 021901;0706,13:36==0715,11:21
020801 => 020101;0709,06:51==0716,19:52
020701 => 130801;0702,11:22==0717,03:54
020701 => 100801;0704,03:23==0721,09:38
020701 => 022001;0705,09:12==0721,17:08
020701 => 020301;0704,08:45==0721,20:11
020601 => 131201;0711,06:54==0719,14:29
020601 => 101101;0704,23:05==0722,22:48
020601 => 060401;0708,15:46==0719,23:11
020601 => 020501;0701,06:36==0714,01:47
020501 => 130601;0705,03:39==0717,12:03
020501 => 100601;0712,00:45==0715,22:04
020501 => 021401;0712,09:55==0719,01:51
020401 => 221001;0706,17:23==0724,00:01
020401 => 131201;0706,10:07==0721,01:02
020401 => 100601;0703,21:46==0714,01:13
020401 => 022001;0712,08:27==0713,10:44
020301 => 250301;0712,19:49==0716,06:25
020301 => 131201;0712,11:45==0713,16:38
020301 => 100601;0705,05:39==0718,21:59
020301 => 021501;0708,13:17==0720,09:16
020201 => 190101;0709,03:46==0717,21:06
020201 => 101101;0705,02:13==0715,13:51
020201 => 060101;0711,04:01==0718,14:07
020201 => 020101;0712,14:24==0724,23:30
020101 => 131101;0703,04:35==0713,18:51
020101 => 100901;0705,07:30==0720,11:42
020101 => 060201;0701,06:20==0713,23:19
020101 => 020501;0711,09:25==0714,17:36
010701 => 131101;0702,12:12==0723,01:44
010701 => 060701;0703,11:04==0724,21:30
010701 => 010101;0710,00:22==0716,07:13
010601 => 130401;0706,03:35==0714,01:58
010601 => 060401;0706,14:08==0716,05:59
010501 => 220801;0706,06:03==0713,16:11
010501 => 130301;0701,22:49==0715,00:37
010501 => 060101;0702,23:44==0717,00:11
010301 => 220701;0702,22:49==0716,03:42
010301 => 061301;0707,23:33==0713,12:58
010301 => 010601;0708,22:31==0716,07:57
010201 => 130701;0706,01:25==0713,01:04
010201 => 060401;0707,14:39==0721,18:56
010101 => 220201;0705,04:02==0720,23:21
010101 => 061301;0708,14:07==0723,23:35
010101 => 021201;0704,04:42==0721,20:09
