250301 => 150401;0807,07:45==0824,05:11
150201 => 130501;0809,02:01==0817,21:48
150201 => 100201;0801,03:17==0819,07:31
150201 => 020701;0806,04:26==0819,03:57
131201 => 130101;0810,09:14==0815,22:47
131201 => 060101;0810,06:48==0816,07:49
131201 => 020801;0810,12:06==0816,19:42
131101 => 221001;0810,19:55==0824,09:13
131101 => 130201;0808,16:00==0822,23:26
131101 => 021801;0807,07:49==0822,06:23
131101 => 010301;0805,02:59==0824,01:04
131001 => 220101;0804,08:47==0818,10:33
131001 => 100801;0809,17:28==0823,15:02
131001 => 060301;0803,10:35==0821,17:54
131001 => 010601;0801,17:57==0815,02:28
130901 => 130501;0806,04:29==0813,17:08
130901 => 100101;0805,20:02==0813,01:40
130901 => 021401;0808,11:35==0817,21:45
130801 => 221001;0804,01:05==0820,15:20
130801 => 150801;0806,17:28==0823,15:48
130801 => 100601;0801,06:09==0824,06:45
130801 => 060201;0803,11:01==0820,11:26
130801 => 020801;0804,05:28==0819,04:48
130701 => 220801;0810,07:17==0814,13:34
130701 => 100701;0804,12:44==0819,01:28
130701 => 021501;0806,00:05==0818,14:17
130601 => 220901;0804,21:51==0821,08:31
130601 => 130401;0801,12:30==0819,19:17
130601 => 060201;0808,06:06==0816,23:08
130601 => 020201;0801,07:48==0824,02:26
130501 => 220401;0802,15:35==0824,18:02
130501 => 130201;0808,15:21==0815,13:05
130501 => 060701;0807,15:50==0819,23:12
130501 => 021101;0805,13:46==0821,12:11
130401 => 220801;0805,20:19==0818,16:37
130401 => 061301;0802,12:17==0819,08:49
130401 => 021801;0804,07:19==0824,16:36
130301 => 250301;0812,19:51==0820,05:42
130301 => 130201;0801,17:39==0813,04:18
130301 => 060501;0806,07:49==0822,09:41
130301 => 020701;0808,21:03==0817,10:57
130201 => 220801;0811,13:01==0813,14:29
130201 => 130401;0812,17:41==0823,22:39
130201 => 060201;0808,13:17==0820,08:19
130201 => 010601;0809,04:10==0820,19:27
130101 => 130801;0804,03:27==0819,21:36
130101 => 060301;0802,21:11==0816,01:58
130101 => 020701;0807,15:03==0818,04:43
120901 => 190201;0807,03:30==0821,21:54
120901 => 101101;0812,10:59==0815,22:32
120901 => 050101;0812,01:28==0820,08:05
120801 => 120501;0806,06:22==0819,00:57
120801 => 070101;0810,10:39==0823,22:22
120701 => 190201;0809,11:07==0822,15:44
120701 => 101001;0806,00:38==0819,21:44
120701 => 050201;0810,23:58==0819,19:39
120601 => 120401;0805,23:09==0819,10:49
120601 => 090701;0810,00:04==0824,21:44
120501 => 150301;0802,08:10==0815,08:59
120501 => 100601;0803,15:53==0821,22:10
120501 => 050401;0805,17:47==0820,22:09
120501 => 020101;0805,07:19==0813,17:10
120401 => 120501;0811,05:36==0814,08:24
120401 => 090101;0806,08:52==0814,23:42
120301 => 190301;0804,08:18==0814,13:38
120301 => 120101;0808,18:50==0813,04:02
120301 => 051101;0811,04:26==0813,16:21
120201 => 150801;0805,18:48==0816,23:25
120201 => 100501;0803,13:30==0820,13:49
120201 => 050401;0808,12:34==0813,19:29
120101 => 120901;0811,07:49==0813,23:02
120101 => 090201;0809,17:51==0819,21:52
101101 => 221001;0806,20:09==0824,12:45
101101 => 130801;0811,08:48==0821,14:39
101101 => 101001;0803,17:24==0822,06:39
101101 => 021801;0811,05:03==0816,23:42
101101 => 020301;0809,06:47==0823,01:51
101001 => 150201;0809,22:47==0820,13:16
101001 => 101101;0808,11:21==0816,08:28
101001 => 020501;0804,14:17==0824,09:44
100901 => 120901;0811,23:04==0822,08:25
100901 => 100501;0802,11:19==0814,10:54
100901 => 020401;0812,13:31==0822,04:57
100801 => 150201;0811,05:38==0814,14:38
100801 => 100901;0808,12:41==0814,09:51
100801 => 021401;0808,10:41==0814,09:05
100701 => 220901;0811,17:41==0813,19:43
100701 => 131101;0805,11:31==0824,09:20
100701 => 100201;0806,15:57==0815,00:29
100701 => 021801;0807,07:03==0816,20:15
100701 => 020301;0802,03:39==0823,01:30
100601 => 190101;0811,16:12==0822,09:08
100601 => 120601;0807,03:09==0816,21:59
100601 => 100101;0802,10:19==0821,05:31
100601 => 020801;0802,00:42==0813,11:42
100501 => 190101;0804,04:45==0814,07:15
100501 => 130301;0809,13:31==0815,03:27
100501 => 100601;0804,06:21==0813,02:31
100501 => 021001;0812,15:51==0823,14:05
100401 => 220301;0812,00:43==0814,05:11
100401 => 130201;0812,01:56==0823,15:29
100401 => 060501;0809,03:46==0821,17:00
100401 => 021001;0805,21:50==0817,06:44
100301 => 220201;0805,12:47==0813,19:31
100301 => 130301;0812,06:57==0823,04:47
100301 => 100801;0805,14:26==0823,06:17
100301 => 021601;0805,13:12==0816,11:56
100301 => 020101;0806,07:19==0818,02:46
100201 => 120501;0809,21:04==0824,11:44
100201 => 100101;0805,22:02==0822,07:03
100201 => 021001;0812,03:39==0818,09:10
100101 => 190301;0809,20:14==0818,02:58
100101 => 120501;0812,07:27==0814,03:58
100101 => 021901;0808,22:52==0818,17:35
100101 => 020401;0811,20:50==0823,18:54
090701 => 120401;0802,13:12==0816,01:40
090701 => 050201;0810,04:20==0822,23:01
090501 => 090101;0812,05:44==0813,02:34
090201 => 120701;0803,10:09==0817,13:04
090201 => 050101;0802,16:21==0823,06:59
090101 => 120201;0804,21:28==0824,01:02
081301 => 090701;0802,17:39==0823,17:36
081301 => 030701;0804,08:46==0824,13:29
081001 => 050201;0812,09:07==0820,15:16
080701 => 050901;0808,20:32==0820,06:32
080201 => 050501;0810,15:15==0815,23:28
070101 => 120801;0807,01:59==0816,14:08
070101 => 100201;0809,15:29==0824,20:33
061301 => 221001;0810,00:52==0819,13:46
061301 => 130101;0811,03:13==0823,05:10
061301 => 020801;0810,18:17==0814,10:48
061201 => 220201;0802,18:40==0814,23:46
061201 => 100401;0801,02:35==0816,04:24
061201 => 020801;0802,14:51==0819,14:43
061101 => 220801;0803,03:05==0820,14:04
061101 => 130301;0809,13:02==0820,15:17
061101 => 020901;0801,06:30==0818,14:48
061001 => 221001;0808,18:04==0817,12:23
061001 => 130501;0803,05:12==0824,03:12
061001 => 021701;0802,10:49==0824,15:39
061001 => 010301;0801,09:02==0814,01:29
060801 => 130701;0803,16:08==0823,19:29
060801 => 060201;0806,21:24==0813,01:56
060701 => 220401;0808,06:16==0821,19:55
060701 => 060801;0803,17:35==0820,15:43
060701 => 020301;0811,04:07==0820,17:11
060601 => 131101;0803,21:24==0822,12:05
060601 => 061201;0808,05:21==0822,03:49
060601 => 021201;0808,07:19==0818,23:02
060501 => 130901;0802,07:02==0816,22:04
060501 => 061101;0801,09:28==0823,04:31
060501 => 021601;0803,11:08==0813,18:41
060501 => 010201;0809,02:34==0819,09:37
060401 => 130801;0803,23:31==0815,14:40
060401 => 060301;0805,02:17==0823,05:38
060401 => 010201;0804,10:36==0815,01:48
060301 => 130801;0801,16:51==0815,00:51
060301 => 060401;0808,10:02==0813,03:01
060301 => 020401;0801,19:12==0823,10:25
060201 => 220301;0811,11:47==0820,23:46
060201 => 101101;0809,05:01==0824,14:20
060201 => 021701;0803,17:08==0824,04:54
060201 => 010701;0801,21:18==0813,04:47
060101 => 130801;0801,23:06==0819,15:17
060101 => 060801;0810,00:33==0823,04:21
060101 => 021201;0807,08:16==0822,03:40
060101 => 010201;0803,01:48==0821,14:15
051101 => 080201;0802,02:19==0814,11:59
051001 => 120101;0812,19:20==0824,18:15
051001 => 040401;0806,20:21==0817,14:12
050901 => 080201;0804,08:17==0824,22:28
050501 => 120801;0809,19:27==0814,11:13
050501 => 051101;0809,11:14==0815,05:22
050401 => 120401;0811,20:58==0816,19:47
050401 => 050901;0808,21:45==0821,19:50
050201 => 120101;0812,05:47==0816,20:33
050101 => 190301;0812,08:54==0814,19:32
050101 => 080701;0808,20:40==0823,02:22
040801 => 080701;0802,08:10==0823,20:50
040401 => 080201;0801,01:53==0816,03:56
030701 => 051101;0809,23:03==0815,15:44
022001 => 190201;0808,17:10==0814,11:05
022001 => 130101;0806,10:06==0817,04:45
022001 => 060501;0808,11:21==0815,06:14
022001 => 020901;0806,12:36==0824,08:26
021901 => 220301;0812,07:23==0814,13:32
021901 => 101101;0804,11:25==0813,18:15
021901 => 060101;0811,00:42==0820,10:59
021901 => 020401;0803,20:33==0819,18:24
021801 => 150201;0810,06:47==0819,05:36
021801 => 100801;0805,00:38==0824,02:52
021801 => 060301;0806,05:53==0814,16:46
021801 => 020601;0801,06:25==0813,15:30
021701 => 130901;0812,02:32==0819,16:56
021701 => 100801;0809,17:14==0813,05:13
021701 => 021901;0808,20:07==0816,02:49
021701 => 020201;0805,03:09==0821,03:50
021601 => 150401;0809,04:35==0820,17:45
021601 => 100601;0806,15:45==0820,16:28
021601 => 060201;0803,23:38==0816,17:32
021601 => 020201;0809,19:14==0819,10:37
021501 => 220301;0807,13:10==0819,02:29
021501 => 130101;0810,09:59==0818,09:40
021501 => 060401;0802,08:39==0819,17:31
021501 => 020701;0809,07:41==0822,23:41
021401 => 190201;0807,14:17==0824,22:08
021401 => 120201;0802,13:35==0819,19:44
021401 => 021801;0812,00:14==0821,17:19
021301 => 220901;0809,02:08==0813,01:06
021301 => 150201;0811,06:13==0817,07:12
021301 => 120501;0809,05:00==0817,22:02
021301 => 060701;0803,12:41==0813,02:13
021301 => 020501;0802,19:55==0817,05:23
021201 => 150901;0806,14:16==0814,23:40
021201 => 130201;0801,00:03==0823,14:16
021201 => 061001;0808,09:27==0818,00:39
021201 => 020301;0809,11:39==0818,00:24
021101 => 131101;0803,10:18==0813,13:49
021101 => 070101;0811,05:40==0813,09:44
021101 => 021301;0802,13:36==0815,00:29
021001 => 150801;0810,01:04==0821,12:40
021001 => 120301;0807,17:10==0813,10:07
021001 => 061001;0809,15:43==0815,06:12
021001 => 020101;0810,00:38==0815,06:47
020901 => 150201;0801,08:59==0815,13:05
020901 => 100801;0809,09:00==0814,18:29
020901 => 060401;0801,22:21==0824,21:57
020901 => 020501;0801,03:32==0818,16:54
020801 => 150201;0812,21:08==0824,00:19
020801 => 100401;0811,20:55==0819,11:50
020801 => 022001;0812,09:41==0820,00:57
020801 => 020301;0812,13:34==0814,21:15
020701 => 131001;0804,15:42==0818,13:33
020701 => 100901;0807,01:35==0814,15:29
020701 => 060101;0801,05:09==0821,13:55
020701 => 020501;0801,11:24==0824,01:17
020601 => 150301;0805,11:15==0815,05:28
020601 => 120501;0810,00:37==0824,13:07
020601 => 060501;0806,15:31==0821,14:05
020601 => 020701;0803,02:58==0817,01:30
020501 => 130901;0802,02:09==0819,00:07
020501 => 100701;0802,18:13==0821,00:59
020501 => 021501;0803,08:17==0820,14:31
020401 => 250301;0804,01:24==0817,13:46
020401 => 150401;0802,21:52==0816,17:57
020401 => 100701;0802,20:12==0813,12:05
020401 => 060101;0812,00:03==0817,00:05
020401 => 010601;0803,02:32==0824,09:28
020301 => 150301;0805,02:10==0819,10:47
020301 => 100701;0805,22:45==0815,18:10
020301 => 021701;0807,05:39==0824,09:20
020201 => 220201;0811,08:41==0817,20:56
020201 => 120301;0806,10:45==0824,22:03
020201 => 060201;0806,01:11==0814,10:54
020201 => 020301;0807,13:25==0819,16:21
020101 => 131201;0805,13:50==0816,20:30
020101 => 101001;0807,10:28==0818,01:33
020101 => 060301;0808,22:08==0824,03:22
020101 => 020701;0803,04:03==0816,03:47
010701 => 131201;0803,12:17==0813,05:55
010701 => 060801;0804,11:03==0814,12:56
010701 => 010201;0805,01:53==0817,11:41
010601 => 130501;0804,02:12==0822,17:29
010601 => 060701;0809,09:46==0820,18:29
010501 => 220901;0810,01:14==0813,12:03
010501 => 130401;0802,22:32==0817,00:53
010501 => 060201;0805,16:10==0817,21:33
010301 => 220801;0810,10:50==0815,11:14
010301 => 100701;0806,04:36==0819,21:07
010301 => 010701;0810,07:41==0820,19:22
010201 => 130801;0811,09:27==0813,11:06
010201 => 060501;0809,11:00==0818,04:58
010101 => 220301;0803,19:17==0814,08:43
010101 => 130101;0811,11:09==0820,05:37
010101 => 021301;0801,02:48==0819,07:49
