250301 => 190201;1112,19:09==1123,22:49
130801 => 060501;1105,09:25==1123,09:20
130801 => 021101;1105,06:52==1117,10:32
130801 => 010501;1107,01:43==1119,23:53
130701 => 130401;1108,19:56==1122,13:40
130701 => 021901;1107,02:25==1121,22:09
130701 => 010201;1102,19:43==1124,18:36
130601 => 130801;1103,07:27==1121,01:38
130601 => 060601;1105,12:23==1123,11:37
130601 => 020601;1104,13:31==1121,14:37
130501 => 220701;1111,06:53==1118,08:25
130501 => 130701;1110,10:40==1119,23:11
130501 => 061101;1103,12:27==1120,13:35
130501 => 021501;1104,19:49==1116,04:40
130501 => 010501;1101,15:12==1114,09:55
130401 => 130601;1101,19:44==1120,10:44
130401 => 060201;1111,16:23==1117,11:06
130401 => 010501;1106,12:57==1115,07:43
130301 => 130801;1111,16:05==1122,13:12
130301 => 060801;1101,11:08==1114,17:56
130301 => 021001;1111,05:31==1121,13:43
130301 => 010201;1106,04:36==1115,03:43
130201 => 130701;1103,02:49==1123,22:54
130201 => 060501;1103,02:06==1120,07:47
130201 => 020701;1111,19:13==1121,16:07
130101 => 131201;1102,05:41==1118,05:02
130101 => 060701;1101,03:29==1118,14:34
130101 => 021001;1108,17:36==1113,11:43
130101 => 010501;1112,03:16==1121,00:37
120901 => 120301;1102,20:19==1119,20:22
120901 => 050901;1112,07:56==1123,09:03
120801 => 150201;1104,03:25==1119,07:09
120801 => 100201;1101,16:28==1117,09:45
120801 => 020401;1103,03:14==1120,20:19
120701 => 120501;1104,23:33==1122,05:57
120701 => 070101;1105,11:53==1122,13:12
120601 => 150401;1102,10:44==1114,14:41
120601 => 100301;1107,15:40==1121,02:38
120501 => 190301;1105,07:40==1113,13:01
120501 => 101001;1102,09:20==1124,10:29
120501 => 090101;1112,19:51==1114,13:34
120501 => 020601;1106,14:25==1117,15:02
120401 => 150201;1107,05:44==1114,09:43
120401 => 100101;1106,03:41==1114,12:44
120401 => 021701;1101,07:51==1117,07:23
120301 => 120501;1107,04:50==1114,18:26
120301 => 090701;1104,18:21==1122,11:26
120301 => 020101;1112,22:04==1118,03:08
120201 => 100901;1103,21:48==1124,02:06
120201 => 051001;1109,16:42==1121,17:26
120101 => 150701;1111,03:43==1124,22:07
120101 => 100301;1103,23:11==1117,15:05
120101 => 021401;1108,06:08==1118,13:13
101101 => 131201;1111,00:02==1116,21:08
101101 => 120301;1104,05:45==1123,15:18
101101 => 060201;1107,01:25==1118,15:24
101101 => 020701;1102,00:34==1117,02:29
101001 => 150701;1109,23:27==1115,18:59
101001 => 120501;1104,04:47==1120,17:44
101001 => 021501;1111,08:38==1118,05:19
100901 => 150401;1107,01:09==1118,13:58
100901 => 101001;1107,09:38==1120,10:06
100901 => 021001;1105,05:16==1117,19:43
100801 => 150701;1107,14:21==1117,06:29
100801 => 120201;1103,23:37==1123,21:47
100801 => 021801;1111,13:56==1115,23:04
100801 => 020101;1102,11:12==1116,17:11
100701 => 150401;1103,21:51==1124,01:23
100701 => 100601;1104,20:58==1122,14:13
100701 => 060301;1107,17:21==1113,21:28
100701 => 020601;1101,12:08==1116,01:33
100601 => 220201;1102,18:07==1124,06:31
100601 => 130501;1109,14:15==1122,11:40
100601 => 100401;1105,11:15==1115,05:29
100601 => 021101;1105,07:55==1124,00:20
100501 => 220301;1108,19:04==1122,07:59
100501 => 130801;1104,02:01==1117,15:48
100501 => 100901;1102,03:21==1120,11:25
100501 => 021501;1106,09:09==1122,15:42
100401 => 220901;1105,06:08==1116,12:39
100401 => 130901;1107,20:56==1117,19:16
100401 => 100201;1101,19:09==1124,07:01
100401 => 021401;1107,23:53==1117,11:53
100301 => 221001;1106,16:10==1117,06:24
100301 => 130901;1103,14:29==1115,11:36
100301 => 101101;1102,10:47==1113,13:28
100301 => 021901;1101,18:34==1114,17:32
100301 => 020501;1106,17:35==1120,20:07
100201 => 130801;1104,08:53==1121,12:48
100201 => 100501;1104,23:54==1122,02:59
100201 => 021401;1102,03:56==1113,16:50
100101 => 250301;1103,05:01==1116,01:31
100101 => 130901;1110,15:47==1119,09:44
100101 => 090701;1101,18:01==1120,16:31
100101 => 020901;1101,15:07==1117,20:11
090701 => 120701;1110,18:41==1120,17:25
090701 => 051001;1112,07:27==1122,15:22
090501 => 120101;1112,10:58==1122,07:54
090201 => 190301;1106,06:35==1115,08:07
090201 => 051001;1104,18:26==1123,18:15
090101 => 120601;1108,17:21==1115,02:02
090101 => 050101;1105,21:48==1123,06:23
081301 => 050201;1105,08:17==1122,18:59
081001 => 050901;1112,01:01==1119,23:36
080701 => 080201;1112,03:52==1124,08:26
080201 => 051101;1102,20:20==1113,00:02
070101 => 150901;1103,17:35==1121,11:20
070101 => 100801;1104,02:33==1113,16:34
070101 => 020401;1109,07:05==1116,12:02
061301 => 130501;1112,04:10==1119,04:43
061301 => 021601;1105,09:35==1116,16:40
061201 => 220501;1102,10:42==1121,20:25
061201 => 130401;1110,21:07==1114,14:03
061201 => 021501;1111,09:20==1114,05:58
061201 => 010201;1106,14:04==1118,06:55
061101 => 130601;1107,03:29==1117,04:13
061101 => 021301;1106,23:02==1115,17:11
061101 => 010501;1104,08:10==1114,23:56
061001 => 131201;1104,15:04==1116,14:52
061001 => 060101;1103,13:23==1123,12:29
061001 => 010701;1109,23:32==1117,23:29
060801 => 220101;1107,01:52==1116,11:49
060801 => 060501;1101,04:39==1118,04:36
060701 => 220701;1109,22:18==1121,01:41
060701 => 100701;1105,14:50==1118,23:45
060701 => 020801;1106,19:17==1116,19:36
060601 => 220501;1109,13:21==1114,18:20
060601 => 130101;1103,09:58==1115,10:11
060601 => 021901;1108,19:58==1121,12:45
060501 => 220301;1102,03:48==1116,09:43
060501 => 100701;1104,00:27==1123,09:54
060501 => 021901;1108,05:49==1117,06:29
060501 => 010701;1101,10:46==1118,11:11
060401 => 131201;1105,10:11==1123,05:16
060401 => 060701;1105,07:01==1118,22:53
060401 => 010601;1109,04:49==1121,05:40
060301 => 131101;1111,12:14==1116,13:54
060301 => 061301;1111,05:22==1120,07:58
060301 => 020901;1110,07:06==1119,19:37
060201 => 220901;1109,19:21==1117,17:02
060201 => 130401;1106,10:48==1117,18:39
060201 => 060301;1109,03:19==1123,10:55
060201 => 020401;1112,12:21==1123,20:07
060101 => 220101;1108,02:46==1114,16:24
060101 => 100401;1106,11:05==1120,19:31
060101 => 021601;1104,05:42==1113,22:33
060101 => 010701;1103,03:33==1116,02:52
051101 => 081301;1109,17:48==1117,23:31
051001 => 120601;1108,22:11==1118,01:26
051001 => 050501;1111,21:02==1113,06:32
050901 => 090101;1110,12:46==1119,12:08
050501 => 190301;1110,13:46==1113,09:03
050501 => 081001;1102,11:01==1120,14:27
050401 => 120701;1107,08:55==1122,18:00
050401 => 080701;1112,13:17==1121,18:48
050201 => 120401;1111,05:38==1116,20:48
050201 => 050501;1105,21:42==1116,15:45
050101 => 090101;1108,01:02==1116,18:59
040801 => 090201;1107,18:30==1122,19:38
040401 => 210801;1101,21:47==1114,22:09
030701 => 081001;1105,01:18==1116,13:13
022001 => 220701;1106,10:05==1115,09:18
022001 => 130901;1110,16:20==1113,09:40
022001 => 061301;1104,08:51==1121,02:28
022001 => 021401;1111,03:49==1116,22:46
021901 => 220901;1109,05:10==1118,02:09
021901 => 130701;1112,11:19==1120,09:51
021901 => 060601;1110,08:59==1118,07:42
021901 => 020801;1108,04:08==1116,16:12
021801 => 190201;1101,13:28==1114,19:53
021801 => 130201;1109,11:23==1122,14:52
021801 => 060601;1104,07:16==1115,16:56
021801 => 021001;1102,22:12==1118,15:03
021701 => 150201;1110,16:52==1116,20:30
021701 => 120301;1111,16:11==1116,11:43
021701 => 060201;1104,05:29==1115,16:47
021701 => 020601;1102,13:37==1119,08:35
021601 => 190301;1102,23:12==1113,18:49
021601 => 130401;1102,15:06==1122,09:51
021601 => 060501;1104,15:44==1115,16:27
021601 => 020801;1104,07:44==1120,19:49
021501 => 220601;1109,02:56==1124,10:44
021501 => 130701;1109,23:38==1115,19:28
021501 => 100101;1104,05:38==1123,20:33
021501 => 021101;1112,05:03==1113,20:10
021401 => 250301;1106,02:18==1113,00:13
021401 => 130101;1108,18:26==1114,12:06
021401 => 060201;1107,04:35==1118,23:16
021401 => 020101;1104,12:47==1114,00:23
021301 => 150901;1106,15:56==1114,04:39
021301 => 130301;1112,15:09==1115,12:19
021301 => 061301;1108,20:35==1122,17:45
021301 => 020801;1112,00:43==1122,08:00
021201 => 220201;1106,02:58==1121,18:48
021201 => 130601;1103,03:50==1120,00:49
021201 => 100201;1112,07:59==1116,17:59
021201 => 020901;1111,00:29==1117,23:38
021101 => 150401;1109,14:14==1114,19:08
021101 => 100601;1104,00:23==1124,15:18
021101 => 021601;1111,15:08==1118,17:51
021001 => 190301;1105,13:44==1122,02:52
021001 => 130101;1103,20:09==1120,10:15
021001 => 100101;1102,06:26==1124,21:27
021001 => 020601;1105,11:03==1114,06:49
020901 => 150901;1107,14:33==1116,17:36
020901 => 130101;1111,23:01==1117,13:17
020901 => 061101;1109,19:13==1119,06:31
020901 => 020801;1103,01:56==1124,18:36
020801 => 190101;1109,13:41==1116,09:38
020801 => 101101;1112,08:38==1120,01:31
020801 => 060301;1108,23:16==1115,02:15
020801 => 020701;1102,12:40==1113,06:51
020701 => 150401;1104,08:56==1121,01:58
020701 => 120301;1111,08:22==1124,21:16
020701 => 060701;1109,11:35==1123,10:12
020701 => 020901;1102,06:42==1114,06:02
020601 => 190101;1110,02:49==1123,15:07
020601 => 130101;1109,13:20==1113,02:53
020601 => 070101;1101,09:36==1114,16:00
020601 => 021001;1103,09:19==1121,14:47
020501 => 150301;1109,10:23==1118,21:33
020501 => 120201;1108,22:48==1117,21:42
020501 => 022001;1105,06:37==1118,05:30
020501 => 020301;1101,09:43==1113,01:44
020401 => 190101;1112,06:21==1115,04:22
020401 => 101101;1104,22:55==1116,03:43
020401 => 061001;1106,13:01==1117,07:11
020401 => 020501;1101,18:22==1124,11:43
020301 => 190201;1101,22:02==1118,10:19
020301 => 101101;1104,21:54==1115,13:56
020301 => 060301;1102,17:33==1122,06:49
020301 => 020201;1102,20:19==1121,22:46
020201 => 130101;1102,01:42==1122,07:53
020201 => 070101;1112,06:30==1114,06:09
020201 => 021101;1101,04:03==1116,20:45
020101 => 150901;1106,07:07==1113,07:10
020101 => 120501;1105,08:56==1115,02:55
020101 => 061201;1104,00:26==1118,17:33
020101 => 021001;1106,23:16==1114,18:42
010701 => 220401;1109,02:14==1118,02:06
010701 => 061201;1102,13:06==1121,17:01
010701 => 020901;1107,22:22==1114,10:25
010601 => 130901;1108,04:03==1123,01:55
010601 => 061101;1104,13:11==1115,09:06
010601 => 010501;1107,12:15==1117,03:02
010501 => 130901;1108,07:18==1119,02:22
010501 => 060501;1109,05:23==1114,03:09
010501 => 010101;1110,14:39==1117,14:22
010301 => 130901;1101,12:18==1123,17:56
010301 => 060101;1112,17:36==1121,08:34
010201 => 220201;1104,21:51==1123,19:06
010201 => 060801;1109,04:25==1114,08:46
010101 => 220701;1102,14:25==1121,10:40
010101 => 130401;1101,09:12==1118,03:45
010101 => 021901;1101,22:39==1118,17:36
