250301 => 220401;1202,04:49==1218,14:47
150901 => 250301;1201,15:14==1214,23:13
150901 => 120101;1212,22:58==1216,12:13
150901 => 021801;1209,13:19==1217,07:38
150801 => 150901;1205,09:10==1217,10:54
150801 => 101101;1212,07:20==1223,12:33
150801 => 021601;1203,05:20==1224,06:26
150701 => 190201;1206,10:52==1214,05:59
150701 => 120101;1204,05:40==1220,16:51
150701 => 050401;1207,13:40==1215,14:37
150401 => 150801;1207,04:37==1214,18:11
150401 => 100801;1203,16:10==1213,03:18
150401 => 021201;1202,17:30==1219,22:34
150301 => 190101;1202,01:31==1222,04:01
150301 => 120501;1208,21:32==1218,02:42
150301 => 100201;1205,02:09==1218,10:42
150301 => 020901;1203,09:26==1218,09:52
150201 => 150701;1202,20:28==1217,23:45
150201 => 100801;1205,08:41==1223,01:54
150201 => 021101;1204,03:29==1220,07:59
131201 => 131001;1206,06:03==1224,18:17
131201 => 061001;1208,11:28==1217,22:11
131201 => 021301;1204,13:17==1215,18:14
131201 => 010501;1212,16:52==1215,06:41
131101 => 131001;1203,18:29==1221,21:09
131101 => 060401;1207,23:14==1222,06:02
131101 => 020701;1211,17:39==1224,14:31
131001 => 220601;1201,05:10==1218,04:58
131001 => 130201;1201,19:26==1220,19:36
131001 => 061101;1205,01:07==1218,07:54
131001 => 020801;1207,20:56==1220,00:35
130901 => 220301;1207,21:12==1220,22:56
130901 => 100701;1204,17:38==1222,04:49
130901 => 021901;1203,07:19==1216,19:39
130901 => 010501;1201,16:13==1224,02:15
130801 => 220201;1210,12:06==1224,02:43
130801 => 101101;1209,04:27==1221,02:38
130801 => 060601;1204,22:33==1221,01:00
130801 => 021301;1202,18:49==1223,18:03
130801 => 010601;1207,00:02==1218,11:04
130701 => 130501;1212,15:22==1217,09:21
130701 => 060101;1203,18:14==1219,18:07
130701 => 010301;1207,17:39==1220,21:50
130601 => 131201;1202,04:17==1217,15:06
130601 => 061001;1212,02:36==1220,14:13
130601 => 020701;1208,20:44==1219,12:16
130501 => 220801;1211,13:43==1222,18:27
130501 => 130801;1212,06:36==1219,10:20
130501 => 061201;1202,10:54==1219,21:07
130501 => 021701;1212,16:13==1218,06:07
130501 => 010601;1204,09:30==1224,14:35
130401 => 130701;1209,19:47==1218,17:14
130401 => 060301;1208,03:38==1215,20:04
130401 => 010601;1202,07:48==1221,22:42
130301 => 130901;1211,03:42==1221,05:00
130301 => 061001;1209,10:03==1214,16:55
130301 => 021301;1203,17:01==1216,18:14
130301 => 010501;1212,15:01==1220,15:29
130201 => 130901;1211,16:03==1217,23:02
130201 => 060601;1210,03:07==1215,07:41
130201 => 020801;1204,21:42==1215,08:43
130101 => 150201;1210,18:06==1223,16:06
130101 => 061301;1209,20:39==1214,00:55
130101 => 021301;1211,08:12==1216,14:05
130101 => 010601;1212,07:56==1217,23:33
120901 => 120501;1207,23:10==1215,14:48
120901 => 051001;1209,11:14==1221,10:14
120801 => 150301;1209,13:36==1218,22:58
120801 => 100301;1206,06:38==1217,11:00
120801 => 020501;1205,19:23==1221,23:01
120701 => 120801;1209,10:32==1220,03:47
120701 => 090101;1205,07:18==1222,07:29
120601 => 150701;1211,22:52==1216,16:06
120601 => 100501;1208,22:01==1221,01:14
120501 => 250301;1208,02:37==1216,13:55
120501 => 101101;1207,00:03==1214,22:01
120501 => 090201;1207,07:18==1215,07:09
120501 => 021001;1205,03:15==1214,07:54
120401 => 150301;1205,13:33==1220,17:28
120401 => 100201;1209,23:48==1218,01:06
120401 => 050101;1210,20:04==1216,17:23
120301 => 120601;1211,08:28==1217,04:24
120301 => 100101;1201,15:36==1217,14:04
120301 => 020201;1206,08:23==1215,10:09
120201 => 101101;1210,08:40==1223,15:49
120201 => 051101;1211,18:27==1218,19:52
120101 => 150801;1203,02:10==1214,20:55
120101 => 100801;1205,15:18==1217,08:41
120101 => 050101;1207,07:54==1218,18:13
101101 => 150301;1211,20:30==1219,07:45
101101 => 120401;1205,03:29==1216,02:02
101101 => 070101;1202,07:48==1215,02:56
101101 => 020801;1212,04:39==1215,10:44
101001 => 150801;1205,16:26==1221,02:17
101001 => 120701;1204,11:52==1219,08:29
101001 => 021801;1206,11:06==1224,00:00
100901 => 150701;1205,20:59==1222,13:42
100901 => 101101;1206,11:11==1216,21:50
100901 => 021201;1202,06:39==1213,01:12
100801 => 150801;1209,09:59==1217,17:52
100801 => 120401;1208,23:23==1219,07:30
100801 => 021901;1206,21:00==1224,08:06
100801 => 020201;1201,09:37==1219,11:28
100701 => 150801;1207,06:28==1220,18:27
100701 => 100801;1201,13:25==1216,10:36
100701 => 060401;1209,20:37==1217,12:10
100701 => 020801;1209,09:59==1221,14:36
100601 => 220301;1203,19:01==1217,13:22
100601 => 130601;1203,01:44==1215,19:26
100601 => 100501;1206,17:36==1221,00:08
100601 => 021201;1211,14:13==1214,20:06
100501 => 220401;1201,13:58==1217,01:50
100501 => 130901;1210,10:01==1223,21:06
100501 => 101001;1205,14:05==1224,19:50
100501 => 021701;1210,13:25==1217,02:15
100401 => 221001;1205,08:08==1222,08:38
100401 => 131101;1208,20:22==1217,23:30
100401 => 100301;1209,23:40==1217,23:46
100401 => 021501;1205,10:46==1215,21:49
100401 => 010601;1201,18:22==1222,03:22
100301 => 131001;1211,22:10==1213,20:59
100301 => 120101;1212,01:04==1224,20:27
100301 => 022001;1203,21:05==1219,11:51
100301 => 020601;1208,20:54==1215,13:36
100201 => 131001;1205,13:42==1217,11:36
100201 => 100601;1204,16:35==1217,17:54
100201 => 021501;1204,04:27==1217,21:35
100201 => 020101;1202,13:56==1223,14:50
100101 => 131001;1210,18:42==1218,12:42
100101 => 100201;1203,01:00==1217,04:05
100101 => 021001;1210,11:49==1222,15:12
090701 => 120801;1201,03:43==1214,06:22
090701 => 081301;1203,07:08==1217,19:10
090501 => 120201;1208,23:41==1215,13:29
090501 => 040801;1201,05:26==1215,10:47
090201 => 081001;1204,06:52==1218,07:19
090101 => 120701;1212,02:43==1221,20:06
090101 => 050201;1208,07:02==1221,13:36
081301 => 050401;1207,21:32==1221,21:04
081001 => 051001;1202,05:11==1214,19:12
080701 => 081001;1201,13:17==1222,08:36
080201 => 080701;1209,00:14==1222,06:56
070101 => 190101;1205,20:56==1218,16:45
070101 => 101001;1203,11:22==1220,14:03
070101 => 020501;1202,11:27==1217,02:14
061301 => 131001;1207,12:35==1214,00:04
061301 => 022001;1209,15:12==1214,00:46
061201 => 220601;1201,04:42==1222,05:41
061201 => 130501;1206,12:35==1213,12:12
061201 => 021601;1207,11:31==1215,22:27
061201 => 010301;1209,16:27==1215,23:32
061101 => 130801;1210,23:18==1218,10:04
061101 => 022001;1210,16:28==1220,03:34
061101 => 010601;1207,00:45==1217,17:48
061001 => 220101;1212,19:02==1215,20:56
061001 => 060501;1204,01:50==1220,08:42
061001 => 020301;1209,06:44==1216,21:46
060801 => 220201;1201,17:22==1216,17:38
060801 => 060601;1211,21:01==1219,01:46
060701 => 220801;1203,18:44==1224,15:30
060701 => 130101;1206,11:56==1215,23:22
060701 => 020901;1211,19:27==1214,17:28
060601 => 220601;1206,16:28==1216,14:03
060601 => 130201;1209,12:16==1221,02:41
060601 => 060101;1205,10:52==1224,08:28
060501 => 220501;1205,00:29==1220,12:16
060501 => 130101;1208,15:18==1219,23:55
060501 => 022001;1206,01:53==1214,13:17
060501 => 020101;1204,12:35==1222,15:59
060401 => 220101;1205,13:10==1216,14:34
060401 => 060801;1211,19:59==1218,13:32
060401 => 010701;1201,14:23==1221,19:31
060301 => 220101;1207,03:57==1215,21:39
060301 => 100401;1208,22:36==1215,12:14
060301 => 021001;1204,12:24==1224,06:36
060201 => 250301;1201,10:34==1221,18:43
060201 => 130501;1203,03:22==1216,13:30
060201 => 060501;1211,12:13==1221,22:13
060201 => 020501;1209,17:37==1222,00:19
060101 => 220201;1207,21:05==1221,17:34
060101 => 100501;1208,00:58==1224,00:49
060101 => 021701;1209,13:31==1224,02:58
060101 => 020101;1209,01:15==1214,00:27
051101 => 090101;1212,04:52==1214,09:44
051001 => 120901;1201,16:03==1217,11:49
051001 => 050901;1202,09:21==1218,21:48
050901 => 090201;1208,20:28==1214,09:46
050901 => 030701;1208,01:22==1220,12:42
050501 => 081301;1203,14:32==1223,21:36
050401 => 120801;1201,14:54==1222,07:18
050401 => 081001;1210,00:48==1216,13:42
050201 => 120601;1209,19:59==1220,09:40
050201 => 051001;1204,03:57==1217,12:35
050101 => 090201;1212,10:14==1214,09:28
040801 => 090501;1207,09:49==1224,12:17
040801 => 030701;1203,18:25==1214,21:18
030701 => 081301;1210,05:28==1220,14:13
022001 => 221001;1203,06:42==1222,04:11
022001 => 131001;1206,12:16==1220,19:07
022001 => 100101;1210,14:06==1222,18:03
022001 => 021501;1208,07:15==1218,17:10
021901 => 250301;1210,20:59==1216,09:09
021901 => 130801;1212,08:43==1221,14:05
021901 => 061001;1208,16:52==1222,08:45
021901 => 020901;1210,05:27==1222,14:20
021801 => 220201;1211,18:17==1222,22:49
021801 => 130301;1209,10:21==1220,11:34
021801 => 061001;1204,21:14==1219,08:24
021801 => 021101;1212,15:51==1221,17:15
021701 => 150301;1210,08:36==1223,23:13
021701 => 120401;1208,15:05==1222,04:55
021701 => 060501;1209,09:34==1219,01:06
021701 => 020701;1211,03:20==1224,06:34
021601 => 220401;1207,20:27==1224,22:39
021601 => 130601;1210,01:25==1220,20:05
021601 => 060601;1207,04:28==1222,10:41
021601 => 021101;1209,03:42==1221,12:02
021501 => 220701;1203,17:59==1223,20:32
021501 => 130801;1201,00:52==1213,12:36
021501 => 100201;1201,09:24==1223,04:48
021501 => 021201;1207,10:43==1217,04:31
021501 => 010101;1205,17:07==1223,20:59
021401 => 130601;1206,07:20==1223,06:54
021401 => 100101;1204,03:18==1220,07:55
021401 => 020201;1203,07:03==1222,05:28
021301 => 190101;1212,11:07==1223,14:03
021301 => 130401;1209,13:48==1223,21:55
021301 => 100101;1205,17:20==1219,04:40
021301 => 020901;1209,09:27==1217,11:48
021201 => 220501;1205,06:26==1214,06:50
021201 => 130701;1203,03:31==1215,09:02
021201 => 100301;1208,16:41==1222,11:55
021201 => 021401;1206,15:56==1223,14:22
021101 => 150701;1208,12:30==1223,14:30
021101 => 100701;1209,05:48==1220,13:07
021101 => 021701;1201,13:49==1222,02:26
021001 => 220301;1206,15:36==1215,04:22
021001 => 130201;1202,03:36==1221,17:44
021001 => 100201;1209,00:59==1222,16:59
021001 => 020801;1210,02:52==1219,11:29
020901 => 220101;1210,23:56==1215,05:09
020901 => 130301;1212,17:55==1223,00:41
020901 => 061201;1208,06:38==1220,01:10
020901 => 021001;1212,13:21==1224,00:40
020801 => 190201;1202,12:09==1216,20:57
020801 => 130101;1209,14:49==1219,01:39
020801 => 060701;1210,13:11==1223,21:52
020801 => 020901;1206,04:29==1217,13:45
020701 => 150701;1202,15:08==1219,19:02
020701 => 120701;1211,01:54==1224,03:06
020701 => 061001;1207,00:55==1218,21:44
020701 => 021101;1206,17:28==1219,17:27
020601 => 220301;1204,08:10==1220,12:16
020601 => 130201;1201,20:49==1220,20:09
020601 => 100201;1206,21:57==1224,04:09
020601 => 021301;1208,15:07==1222,22:06
020501 => 150401;1202,18:23==1221,09:01
020501 => 120301;1208,03:59==1222,12:57
020501 => 060201;1203,17:20==1223,01:55
020501 => 020401;1202,00:23==1213,01:38
020401 => 190201;1203,01:03==1220,00:02
020401 => 120801;1206,15:42==1216,17:27
020401 => 061101;1208,20:25==1222,12:22
020401 => 020601;1206,04:13==1224,05:59
020301 => 190301;1211,18:52==1215,04:36
020301 => 120501;1208,17:05==1223,03:07
020301 => 060501;1209,18:45==1213,02:41
020301 => 020401;1205,05:57==1221,21:38
020201 => 130301;1201,17:33==1221,20:47
020201 => 100101;1208,14:21==1215,15:44
020201 => 021301;1202,17:09==1219,23:56
020101 => 190101;1204,16:29==1214,05:03
020101 => 130101;1207,02:25==1221,04:29
020101 => 070101;1202,13:16==1213,15:43
020101 => 021301;1209,02:17==1218,06:57
010701 => 220501;1204,05:05==1217,09:43
010701 => 130101;1207,00:53==1221,07:13
010701 => 021901;1205,12:57==1215,01:53
010601 => 131001;1202,00:07==1215,04:31
010601 => 061201;1211,21:52==1215,19:40
010601 => 010701;1209,17:55==1223,23:51
010501 => 131001;1206,08:18==1222,22:11
010501 => 060701;1212,20:00==1213,06:27
010501 => 010201;1211,03:13==1221,06:58
010301 => 131001;1201,19:16==1222,09:37
010301 => 060301;1208,19:59==1219,01:18
010201 => 220301;1203,01:47==1220,16:19
010201 => 061101;1208,22:44==1215,14:28
010101 => 221001;1201,02:25==1214,01:07
010101 => 130601;1205,19:56==1214,07:44
010101 => 022001;1206,16:59==1223,11:53
