250301 => 220601;0201,10:41==0224,08:27
130101 => 020101;0203,02:30==0219,02:15
120901 => 120801;0202,04:03==0221,02:41
120901 => 090501;0204,13:25==0223,13:45
120801 => 150801;0203,07:22==0224,13:03
120801 => 100601;0203,16:22==0222,13:15
120801 => 020701;0202,07:07==0223,16:20
120701 => 150201;0202,12:56==0221,20:34
120701 => 090501;0205,15:28==0220,03:32
120601 => 250301;0207,10:27==0218,13:06
120601 => 100801;0203,04:31==0218,14:41
120601 => 050401;0206,18:10==0218,15:33
120501 => 120301;0206,19:59==0217,11:36
120501 => 090701;0204,05:16==0218,03:14
120501 => 021301;0203,21:10==0218,04:44
120401 => 150701;0211,19:31==0222,12:51
120401 => 100601;0209,02:43==0217,23:43
120401 => 050401;0209,12:42==0214,02:51
120301 => 120901;0210,17:45==0216,09:30
120301 => 100301;0202,13:29==0218,01:19
120301 => 020701;0206,05:55==0221,04:08
120201 => 120601;0208,08:12==0220,12:58
120201 => 090101;0208,11:00==0224,22:57
120101 => 190201;0205,16:56==0215,18:59
120101 => 101001;0207,21:06==0224,16:46
120101 => 050401;0209,08:11==0218,06:21
101101 => 150801;0212,09:19==0217,09:28
101101 => 120601;0207,16:59==0217,09:01
101101 => 100301;0212,13:39==0214,23:09
101101 => 021101;0204,10:38==0218,07:52
101001 => 190101;0209,16:53==0218,16:23
101001 => 120901;0209,11:05==0216,04:23
101001 => 070101;0205,14:49==0215,15:20
100901 => 190101;0206,09:19==0221,09:32
100901 => 120201;0203,11:19==0224,17:23
100901 => 021701;0209,06:00==0218,03:21
100801 => 190101;0211,11:45==0218,03:06
100801 => 120601;0202,06:50==0222,07:18
100801 => 090701;0201,16:55==0223,16:18
100801 => 020601;0210,17:52==0223,05:42
100701 => 190301;0208,21:42==0218,00:29
100701 => 101101;0212,14:44==0217,00:24
100701 => 060601;0208,17:19==0223,13:26
100701 => 021001;0208,19:24==0220,18:09
100601 => 220901;0201,03:44==0213,04:44
100601 => 131001;0211,03:50==0215,17:20
100601 => 100801;0205,02:36==0222,10:32
100601 => 021501;0201,23:31==0215,10:07
100601 => 020101;0202,02:54==0218,10:31
100501 => 131101;0201,17:00==0223,23:15
100501 => 120201;0210,16:17==0222,02:39
100501 => 060101;0211,05:00==0217,09:21
100501 => 020101;0203,23:16==0224,11:37
100401 => 150201;0209,21:27==0220,02:46
100401 => 100601;0202,15:55==0223,17:55
100401 => 021701;0208,19:38==0224,05:52
100401 => 020201;0211,15:24==0215,00:20
100301 => 150401;0205,16:18==0217,15:45
100301 => 120301;0202,07:39==0222,05:12
100301 => 070101;0209,14:31==0215,10:08
100301 => 020801;0206,07:21==0217,20:10
100201 => 150301;0204,02:50==0224,17:01
100201 => 100801;0212,10:27==0223,09:55
100201 => 021701;0212,06:21==0213,06:08
100201 => 020301;0212,01:52==0223,23:15
100101 => 150201;0208,10:18==0221,02:32
100101 => 100601;0201,21:55==0214,23:05
100101 => 021201;0209,06:19==0222,19:19
090701 => 150301;0203,18:07==0215,13:33
090701 => 100101;0209,18:52==0220,04:22
090501 => 120501;0201,17:52==0217,18:36
090501 => 050401;0210,06:21==0218,21:43
090201 => 090101;0205,03:54==0222,19:47
090101 => 150401;0211,07:22==0220,02:43
090101 => 050901;0210,20:58==0216,07:09
081301 => 051001;0208,03:51==0216,05:49
081001 => 080201;0209,23:59==0215,04:39
080701 => 090501;0202,20:00==0223,03:57
080701 => 030701;0211,07:25==0221,23:01
080201 => 030701;0206,19:10==0221,08:06
070101 => 120101;0212,15:47==0221,08:12
070101 => 020801;0202,09:31==0223,04:05
061301 => 220201;0201,02:52==0214,01:47
061301 => 060401;0206,15:37==0214,17:22
061201 => 221001;0211,12:47==0224,23:54
061201 => 130801;0209,06:13==0216,22:25
061201 => 021901;0212,22:57==0218,20:25
061201 => 010601;0205,16:41==0224,00:14
061101 => 220101;0206,21:00==0220,05:02
061101 => 060401;0204,10:04==0213,01:25
061101 => 020101;0204,09:22==0220,01:36
061001 => 220401;0202,14:49==0218,09:25
061001 => 060701;0208,08:50==0220,11:02
061001 => 020701;0204,01:42==0218,07:39
060801 => 220401;0211,16:53==0221,21:09
060801 => 061201;0205,21:33==0220,05:19
060701 => 221001;0211,01:23==0215,19:02
060701 => 130301;0212,11:29==0223,12:30
060701 => 021601;0207,14:01==0220,08:28
060601 => 220801;0203,15:58==0222,06:57
060601 => 130401;0203,17:54==0214,22:07
060601 => 060401;0211,10:22==0214,07:51
060501 => 220801;0212,20:30==0219,18:09
060501 => 130301;0202,20:18==0222,13:49
060501 => 060201;0212,02:08==0220,20:27
060501 => 020301;0201,01:37==0223,18:41
060401 => 220301;0203,21:05==0220,17:55
060401 => 061301;0206,06:26==0215,22:17
060401 => 020901;0209,09:35==0223,07:09
060301 => 220401;0201,05:58==0213,06:49
060301 => 130101;0209,10:54==0213,05:56
060301 => 021301;0207,04:26==0217,12:02
060301 => 010301;0210,07:15==0215,03:55
060201 => 130801;0205,18:59==0214,13:34
060201 => 060801;0209,11:24==0218,21:30
060201 => 020801;0201,05:49==0218,07:54
060101 => 220701;0201,03:30==0217,01:54
060101 => 130101;0201,22:37==0215,11:17
060101 => 021901;0202,10:34==0221,19:13
060101 => 020301;0204,02:35==0219,20:40
051101 => 120101;0205,10:30==0219,02:25
051101 => 040401;0207,03:29==0215,17:36
051001 => 080701;0204,00:18==0221,17:58
050901 => 120101;0208,20:37==0218,16:11
050901 => 040801;0202,17:45==0215,23:02
050501 => 120201;0202,23:34==0217,05:19
050401 => 150701;0205,00:59==0220,09:48
050401 => 090101;0205,10:31==0214,21:49
050201 => 120801;0206,19:34==0220,11:34
050201 => 080201;0207,01:47==0223,17:04
050101 => 120201;0209,11:46==0216,20:10
050101 => 030701;0209,17:34==0217,09:11
040801 => 050101;0206,09:47==0216,12:39
030701 => 090201;0208,18:38==0219,10:18
030701 => 040801;0209,22:11==0217,17:30
022001 => 131201;0204,04:15==0220,02:53
022001 => 100301;0201,19:38==0222,06:04
022001 => 021701;0206,19:09==0223,17:06
022001 => 020201;0205,19:51==0214,18:07
021901 => 131201;0210,04:48==0224,14:55
021901 => 100101;0212,13:09==0221,02:39
021901 => 021301;0209,08:16==0222,23:40
021801 => 221001;0210,15:01==0214,10:02
021801 => 130501;0212,10:20==0220,22:26
021801 => 100101;0205,04:48==0215,19:52
021801 => 021401;0210,05:57==0219,06:23
021701 => 150801;0204,06:35==0220,14:07
021701 => 130101;0206,11:01==0221,23:14
021701 => 070101;0207,12:22==0213,01:16
021701 => 021101;0206,04:11==0216,16:09
021601 => 220601;0204,00:45==0221,01:15
021601 => 130801;0202,11:25==0215,18:07
021601 => 061201;0207,19:34==0214,03:10
021601 => 021401;0212,02:02==0219,02:52
021501 => 221001;0209,23:53==0223,02:06
021501 => 131101;0203,07:56==0217,12:48
021501 => 100501;0205,21:56==0223,17:31
021501 => 021701;0212,03:22==0218,00:41
021501 => 010501;0205,07:08==0220,12:06
021401 => 130901;0211,05:31==0220,04:20
021401 => 100401;0208,22:11==0218,03:37
021401 => 020501;0203,09:37==0217,02:54
021301 => 220101;0202,02:38==0218,12:44
021301 => 130601;0206,08:41==0218,22:57
021301 => 100301;0212,16:17==0224,16:43
021301 => 021701;0212,18:21==0217,20:38
021201 => 221001;0203,12:41==0214,19:56
021201 => 131101;0207,18:06==0220,15:45
021201 => 100501;0201,00:14==0216,15:14
021201 => 021601;0206,10:14==0222,15:23
021101 => 150901;0204,00:15==0223,11:12
021101 => 101101;0201,20:29==0223,18:14
021101 => 021901;0210,21:45==0217,17:04
021001 => 220601;0203,17:28==0215,15:15
021001 => 130801;0206,23:29==0217,05:41
021001 => 100401;0209,09:15==0216,17:06
021001 => 021501;0204,12:12==0221,22:05
020901 => 220301;0202,17:22==0219,11:56
020901 => 130501;0211,19:53==0222,13:38
020901 => 100101;0209,18:58==0216,12:57
020901 => 021301;0201,06:27==0222,14:27
020801 => 250301;0205,12:46==0219,15:05
020801 => 130301;0212,05:26==0219,09:02
020801 => 061201;0211,13:29==0224,12:10
020801 => 021101;0211,00:32==0220,03:37
020701 => 190201;0206,10:38==0223,13:57
020701 => 130101;0209,00:32==0216,15:40
020701 => 061201;0212,16:27==0213,22:36
020701 => 021301;0205,11:00==0223,15:33
020601 => 221001;0207,21:34==0224,07:15
020601 => 130401;0206,05:54==0218,02:57
020601 => 100401;0207,13:12==0217,13:45
020601 => 021701;0209,23:30==0222,05:46
020501 => 190101;0201,21:43==0224,08:55
020501 => 120701;0211,08:13==0220,19:34
020501 => 100101;0205,04:19==0221,11:41
020501 => 020701;0207,14:14==0217,23:41
020401 => 220301;0202,02:49==0220,15:39
020401 => 130301;0202,00:49==0219,05:29
020401 => 100101;0207,22:39==0216,06:17
020401 => 021201;0209,01:27==0221,01:01
020301 => 220401;0203,03:55==0213,23:38
020301 => 130101;0207,08:39==0224,22:18
020301 => 061001;0204,04:01==0216,00:58
020301 => 020601;0212,05:48==0219,16:18
020201 => 130801;0203,09:25==0218,01:23
020201 => 100301;0210,22:19==0217,17:37
020201 => 021501;0212,22:58==0214,02:20
020101 => 190301;0207,03:29==0216,21:15
020101 => 130301;0203,13:35==0220,03:44
020101 => 100301;0206,19:16==0218,19:08
020101 => 021501;0208,22:19==0215,15:28
010701 => 220701;0202,07:57==0216,08:18
010701 => 130401;0210,09:04==0213,18:17
010701 => 060201;0202,18:16==0224,22:22
010601 => 220101;0207,22:43==0217,11:39
010601 => 100401;0201,14:00==0222,09:25
010601 => 020901;0208,10:01==0216,06:38
010501 => 220101;0202,17:53==0224,04:55
010501 => 061101;0208,02:52==0214,02:11
010501 => 010601;0212,08:43==0214,00:04
010301 => 131201;0203,18:08==0216,17:39
010301 => 060501;0210,06:45==0213,06:08
010201 => 220601;0202,20:45==0220,01:15
010201 => 061301;0207,14:17==0223,06:42
010201 => 010501;0211,03:54==0222,08:39
010101 => 130801;0212,14:28==0214,17:04
010101 => 060201;0209,07:36==0216,14:55
