250301 => 150901;0905,22:54==0917,21:17
150901 => 150801;0905,10:47==0913,02:15
150901 => 100801;0907,14:28==0918,22:40
150901 => 021501;0907,13:58==0916,12:31
150801 => 150301;0905,16:10==0913,22:29
150801 => 100701;0906,22:56==0913,20:49
150801 => 021201;0901,07:56==0918,09:46
150701 => 150201;0909,14:29==0922,22:58
150701 => 100801;0905,11:15==0916,16:05
150701 => 021001;0902,09:34==0923,23:45
150401 => 120901;0901,22:26==0922,14:30
150401 => 090201;0907,07:12==0920,14:42
150401 => 020701;0904,15:06==0924,23:35
150301 => 150401;0908,16:19==0918,21:35
150301 => 120101;0911,08:17==0914,08:33
150301 => 022001;0907,13:09==0920,19:24
150301 => 020501;0910,16:10==0914,03:26
150201 => 130801;0909,13:10==0923,13:32
150201 => 100401;0903,06:54==0914,08:01
150201 => 020801;0903,22:29==0921,12:49
131201 => 130301;0902,20:21==0914,21:19
131201 => 060201;0907,03:13==0919,20:04
131201 => 020901;0903,20:28==0921,01:47
131201 => 010101;0911,16:38==0923,19:43
131101 => 130401;0903,17:26==0918,14:14
131101 => 022001;0909,10:49==0918,05:36
131101 => 010701;0909,11:42==0921,19:34
131001 => 220301;0904,15:28==0918,00:55
131001 => 101001;0906,17:10==0922,21:30
131001 => 060401;0904,01:29==0919,21:19
131001 => 010701;0901,06:07==0921,04:29
130901 => 130801;0912,01:51==0916,19:30
130901 => 100301;0911,06:09==0919,21:08
130901 => 021601;0901,14:15==0920,05:35
130801 => 250301;0910,03:53==0917,18:13
130801 => 190101;0905,14:17==0915,05:22
130801 => 100801;0902,14:15==0915,06:00
130801 => 060301;0903,18:00==0921,18:18
130801 => 020901;0908,03:56==0916,05:12
130801 => 010101;0902,00:18==0913,22:33
130701 => 130101;0903,03:54==0917,23:17
130701 => 021601;0904,03:09==0919,00:07
130601 => 221001;0910,03:15==0921,17:43
130601 => 130501;0903,07:49==0914,02:07
130601 => 060301;0901,11:00==0922,18:44
130601 => 020301;0907,13:29==0915,16:21
130501 => 220501;0909,23:20==0922,00:36
130501 => 130301;0902,17:42==0920,21:02
130501 => 060801;0905,17:12==0923,00:31
130501 => 021201;0911,03:54==0920,22:54
130501 => 010201;0907,00:34==0922,04:27
130401 => 130201;0907,22:06==0924,04:00
130401 => 021901;0906,10:02==0915,03:40
130401 => 010101;0911,20:49==0921,02:10
130301 => 130401;0911,18:27==0917,19:22
130301 => 060601;0909,05:13==0919,08:44
130301 => 020801;0901,22:28==0918,17:16
130201 => 221001;0905,23:08==0920,17:53
130201 => 130501;0902,08:13==0924,19:01
130201 => 060301;0903,17:34==0915,13:04
130201 => 020101;0905,02:21==0915,02:28
130101 => 130901;0909,09:20==0920,21:57
130101 => 060501;0907,16:46==0919,13:01
130101 => 020801;0912,17:23==0916,21:18
120901 => 190301;0904,05:10==0915,09:28
120901 => 120101;0910,20:42==0921,01:11
120901 => 050201;0907,10:57==0921,16:08
120801 => 120701;0901,11:04==0921,19:49
120801 => 090101;0902,07:27==0921,19:15
120701 => 190301;0903,03:57==0918,18:42
120701 => 120301;0906,05:40==0913,19:02
120701 => 050401;0905,01:27==0915,01:36
120601 => 120501;0907,09:03==0917,03:48
120601 => 100101;0909,23:41==0924,00:19
120501 => 150401;0903,20:09==0915,02:57
120501 => 100801;0909,22:26==0924,00:25
120501 => 050501;0901,10:13==0914,00:38
120501 => 020201;0903,05:23==0923,15:21
120401 => 120601;0903,05:12==0924,18:12
120401 => 090201;0908,11:47==0915,16:02
120301 => 250301;0910,08:14==0923,08:05
120301 => 120201;0909,10:37==0918,08:33
120301 => 070101;0907,21:38==0922,17:17
120201 => 150901;0909,11:45==0917,03:25
120201 => 100601;0908,22:43==0913,02:19
120201 => 050501;0906,09:37==0917,03:22
120101 => 150201;0910,11:50==0920,05:01
120101 => 090501;0903,22:48==0916,00:46
101101 => 250301;0909,13:40==0921,03:28
101101 => 130901;0906,20:23==0917,00:37
101101 => 120101;0907,14:46==0923,11:08
101101 => 021901;0907,09:47==0918,23:31
101101 => 020401;0912,13:31==0915,23:30
101001 => 150301;0911,00:29==0918,11:36
101001 => 120101;0910,13:54==0920,20:03
101001 => 020701;0906,21:17==0918,05:36
100901 => 130801;0908,18:11==0922,17:45
100901 => 100701;0904,22:18==0921,02:58
100901 => 020601;0901,18:25==0916,19:19
100801 => 150301;0911,05:05==0921,11:44
100801 => 101101;0909,22:25==0916,18:48
100801 => 021501;0904,15:35==0918,18:40
100701 => 221001;0911,12:41==0915,00:33
100701 => 150201;0902,09:37==0922,13:50
100701 => 100301;0910,09:57==0920,08:15
100701 => 060101;0904,00:26==0920,20:55
100701 => 020401;0901,12:32==0919,01:04
100601 => 190201;0912,12:21==0913,15:47
100601 => 120701;0907,18:30==0919,08:56
100601 => 100201;0907,14:44==0918,00:55
100601 => 020901;0903,11:00==0915,06:35
100501 => 190201;0911,00:05==0913,22:54
100501 => 130501;0904,22:10==0923,18:49
100501 => 100701;0908,08:58==0924,13:44
100501 => 021201;0910,02:43==0922,12:07
100401 => 220501;0908,05:37==0920,08:47
100401 => 130301;0903,15:02==0914,00:51
100401 => 061101;0902,21:50==0923,04:38
100401 => 021201;0904,22:35==0919,12:38
100301 => 220401;0905,17:56==0921,06:40
100301 => 130601;0909,19:55==0916,07:46
100301 => 100901;0909,08:52==0913,07:51
100301 => 021701;0910,09:09==0920,08:19
100301 => 020201;0908,18:23==0919,00:38
100201 => 120601;0910,20:46==0923,11:15
100201 => 100301;0907,17:09==0917,03:36
100201 => 021201;0905,23:49==0914,06:41
100101 => 220201;0906,03:23==0920,12:37
100101 => 120601;0910,18:33==0916,05:06
100101 => 022001;0908,12:50==0921,04:43
100101 => 020501;0909,20:00==0921,00:43
090701 => 120501;0910,05:43==0920,04:35
090701 => 050401;0902,08:33==0914,18:57
090501 => 090201;0910,05:22==0922,00:51
090201 => 120901;0910,18:59==0915,17:59
090201 => 050401;0909,00:12==0914,18:40
090101 => 120401;0902,01:48==0918,18:10
081301 => 210801;0912,06:30==0920,11:46
081301 => 040801;0904,17:23==0913,16:37
081001 => 050401;0905,08:09==0922,17:34
080701 => 051001;0907,05:57==0917,23:40
080201 => 050901;0906,07:52==0920,08:23
070101 => 150401;0908,10:35==0919,11:14
070101 => 100301;0910,06:02==0923,12:29
070101 => 020101;0903,17:40==0916,06:09
061301 => 130301;0901,14:46==0913,23:51
061301 => 020901;0912,09:17==0914,02:48
061201 => 220301;0912,21:19==0920,04:47
061201 => 100701;0901,04:47==0917,14:20
061201 => 020901;0909,19:41==0921,05:02
061101 => 220901;0912,22:05==0914,02:35
061101 => 130401;0901,17:40==0918,16:39
061101 => 021001;0902,13:54==0921,12:07
061101 => 010201;0901,23:04==0919,07:26
061001 => 130601;0907,03:05==0917,23:02
061001 => 021801;0903,19:24==0915,02:50
061001 => 010501;0912,02:40==0915,20:00
060801 => 130901;0910,02:28==0917,11:16
060801 => 060301;0908,07:49==0923,09:20
060701 => 220501;0902,19:29==0922,05:55
060701 => 061001;0903,21:37==0918,13:08
060701 => 020601;0911,07:06==0923,22:58
060601 => 220101;0908,02:10==0913,20:51
060601 => 061301;0903,13:59==0915,06:27
060601 => 021601;0910,16:11==0913,03:45
060501 => 131001;0912,07:00==0918,20:21
060501 => 061201;0907,04:54==0914,09:14
060501 => 021701;0911,19:09==0916,01:27
060501 => 010301;0903,18:46==0915,15:15
060401 => 131001;0912,19:04==0914,08:12
060401 => 060501;0903,00:57==0913,02:33
060401 => 010301;0908,01:50==0923,19:19
060301 => 130901;0905,12:26==0915,06:42
060301 => 060801;0905,15:41==0917,01:18
060301 => 020701;0902,10:00==0922,02:03
060201 => 220501;0902,12:49==0915,13:22
060201 => 130101;0911,14:39==0916,02:35
060201 => 022001;0907,07:13==0914,20:15
060201 => 020101;0906,14:15==0922,08:03
060101 => 131001;0908,15:41==0913,22:51
060101 => 061001;0904,14:16==0920,23:06
060101 => 021301;0906,08:02==0915,13:15
060101 => 010301;0905,22:50==0921,23:41
051101 => 080701;0910,12:31==0923,04:01
051001 => 120201;0907,00:07==0920,18:55
051001 => 040801;0907,22:51==0922,06:18
050901 => 080701;0910,00:55==0921,00:25
050501 => 120901;0911,17:22==0919,11:17
050501 => 080201;0909,04:38==0918,21:45
050401 => 120501;0911,09:24==0921,15:49
050401 => 051101;0906,07:57==0922,02:41
050201 => 120201;0911,03:49==0916,08:17
050201 => 030701;0911,23:11==0919,16:40
050101 => 081001;0911,19:22==0916,10:34
040801 => 081001;0901,09:13==0916,16:41
040401 => 080701;0902,02:43==0917,14:26
030701 => 080201;0907,22:06==0920,05:15
022001 => 220201;0912,16:45==0922,23:16
022001 => 130201;0909,16:23==0917,10:32
022001 => 060701;0902,06:38==0921,20:42
022001 => 021001;0901,12:19==0920,08:46
021901 => 220401;0903,08:26==0923,01:35
021901 => 130401;0907,21:42==0924,00:22
021901 => 060401;0904,20:40==0923,20:06
021901 => 020501;0905,22:39==0924,02:39
021801 => 150301;0909,10:53==0922,11:49
021801 => 101001;0905,03:05==0917,18:14
021801 => 060401;0904,22:05==0920,19:02
021801 => 020701;0902,02:13==0919,00:34
021701 => 131101;0910,19:29==0913,15:38
021701 => 100901;0902,02:22==0924,21:06
021701 => 022001;0907,18:58==0919,03:28
021701 => 020301;0906,03:05==0923,20:38
021601 => 150801;0912,04:32==0917,03:56
021601 => 120501;0903,15:35==0913,01:19
021601 => 060301;0907,09:11==0914,08:35
021601 => 020401;0908,00:53==0919,10:50
021501 => 220401;0902,02:21==0914,19:26
021501 => 130301;0908,23:34==0919,20:15
021501 => 061001;0906,00:42==0922,16:10
021501 => 020901;0903,06:14==0921,19:29
021401 => 190301;0903,00:17==0924,17:07
021401 => 120301;0905,05:28==0919,23:13
021401 => 021901;0910,16:49==0922,05:13
021301 => 221001;0911,05:12==0918,14:04
021301 => 150301;0910,05:19==0921,15:46
021301 => 130101;0911,03:50==0924,03:10
021301 => 061101;0908,22:41==0921,09:13
021301 => 020601;0910,22:46==0917,01:49
021201 => 190101;0902,00:44==0915,14:03
021201 => 130401;0902,12:50==0915,15:19
021201 => 061101;0908,10:18==0917,11:39
021201 => 020401;0905,15:45==0915,10:54
021101 => 150201;0912,10:57==0918,14:24
021101 => 100101;0901,15:45==0920,21:02
021101 => 021401;0907,18:09==0919,11:47
021001 => 150901;0910,09:09==0915,07:34
021001 => 120501;0909,03:48==0913,02:36
021001 => 061101;0906,16:12==0924,16:45
021001 => 020401;0901,04:25==0920,15:20
020901 => 150301;0908,11:44==0921,02:45
020901 => 101001;0908,17:19==0918,06:45
020901 => 060701;0906,22:25==0914,15:07
020901 => 020601;0904,00:30==0921,21:54
020801 => 150301;0902,19:59==0924,05:43
020801 => 100601;0903,07:25==0922,11:00
020801 => 060101;0908,05:42==0915,04:11
020801 => 020501;0907,16:39==0913,08:58
020701 => 131101;0901,15:37==0921,09:25
020701 => 101001;0910,12:18==0920,16:58
020701 => 060301;0910,04:11==0915,22:44
020701 => 020601;0901,19:28==0915,15:43
020601 => 150701;0908,17:14==0924,23:55
020601 => 120701;0907,21:37==0920,12:18
020601 => 060701;0904,12:27==0920,03:04
020601 => 020801;0907,03:06==0917,21:25
020501 => 131001;0908,14:48==0921,11:14
020501 => 101001;0902,16:39==0915,23:28
020501 => 021701;0901,12:54==0914,15:36
020501 => 020101;0906,10:31==0921,22:02
020401 => 150701;0911,03:13==0915,02:07
020401 => 100801;0903,20:05==0921,04:04
020401 => 060201;0906,15:27==0922,01:56
020401 => 020101;0911,17:34==0917,23:45
020301 => 150401;0906,21:55==0923,06:05
020301 => 100901;0912,16:14==0916,21:25
020301 => 022001;0908,21:02==0913,18:34
020201 => 220601;0911,00:00==0923,21:27
020201 => 120501;0905,00:44==0924,02:03
020201 => 060501;0912,17:49==0920,09:54
020201 => 020501;0901,21:27==0913,13:13
020101 => 150301;0907,17:31==0922,15:44
020101 => 101101;0910,13:39==0924,23:37
020101 => 060501;0908,23:47==0916,11:29
020101 => 020801;0912,01:07==0921,19:27
010701 => 220101;0904,08:13==0913,04:24
010701 => 061001;0908,04:16==0917,07:36
010701 => 010301;0908,23:30==0919,04:10
010601 => 130601;0905,23:52==0919,08:29
010601 => 060801;0908,00:18==0914,18:29
010601 => 010101;0905,02:00==0915,04:18
010501 => 130501;0906,06:18==0918,11:46
010501 => 060301;0901,13:59==0915,08:19
010301 => 220901;0912,20:35==0920,07:44
010301 => 130501;0912,12:56==0920,22:24
010301 => 021601;0904,08:32==0919,10:59
010201 => 131101;0908,20:30==0920,14:24
010201 => 060601;0905,11:05==0923,21:27
010101 => 220401;0912,11:29==0915,10:11
010101 => 130201;0905,16:39==0913,07:45
010101 => 021501;0911,21:55==0922,12:19
