250301 => 190101;1012,21:20==1016,00:11
081301 => 050101;1010,14:17==1017,22:20
081001 => 050501;1010,23:21==1017,11:23
080701 => 051101;1011,09:58==1022,10:11
080201 => 051001;1001,13:54==1014,08:27
070101 => 150801;1004,14:48==1021,16:28
070101 => 100501;1012,07:11==1013,16:11
070101 => 020201;1010,20:58==1024,04:30
061301 => 130401;1006,02:53==1014,02:28
061301 => 021301;1010,07:39==1024,07:49
061201 => 220401;1007,00:12==1023,06:46
061201 => 130201;1003,17:22==1020,03:56
061201 => 021301;1012,06:44==1017,12:02
061101 => 221001;1010,04:27==1017,04:39
061101 => 130501;1003,08:31==1016,06:31
061101 => 021201;1001,05:05==1022,23:47
061101 => 010301;1005,23:39==1020,22:05
061001 => 130701;1003,17:04==1019,05:05
061001 => 021901;1003,22:26==1018,03:19
061001 => 010601;1006,02:57==1022,13:15
060801 => 131001;1009,04:50==1017,10:00
060801 => 060401;1002,16:20==1016,09:45
060701 => 220601;1011,06:08==1015,09:10
060701 => 061301;1007,20:56==1018,01:36
060701 => 020701;1012,13:01==1022,10:57
060601 => 220301;1004,12:22==1019,13:58
060601 => 100701;1004,17:14==1023,03:31
060601 => 021801;1003,07:13==1015,19:25
060501 => 131201;1009,00:25==1013,08:07
060501 => 100401;1005,08:31==1016,16:01
060501 => 021801;1007,18:50==1022,17:17
060501 => 010501;1012,02:13==1014,23:47
060401 => 131101;1005,01:12==1016,02:18
060401 => 060601;1006,01:57==1018,23:21
060401 => 010501;1001,16:45==1014,03:11
060301 => 131001;1005,11:48==1021,01:58
060301 => 061201;1001,02:10==1024,17:53
060301 => 020801;1009,05:34==1020,08:20
060201 => 220701;1003,17:36==1023,22:24
060201 => 130201;1004,00:08==1016,21:12
060201 => 060101;1008,10:03==1013,17:58
060201 => 020201;1008,23:20==1018,12:47
060101 => 131201;1012,14:13==1022,23:01
060101 => 061101;1002,04:17==1014,09:46
060101 => 021501;1008,22:50==1013,02:56
060101 => 010501;1006,11:37==1015,03:14
051101 => 081001;1009,09:47==1014,00:45
051001 => 120401;1004,00:43==1020,07:01
051001 => 050201;1006,22:51==1013,02:47
050901 => 081001;1001,10:01==1023,01:08
050501 => 150701;1003,16:39==1017,06:35
050501 => 080701;1007,09:49==1019,14:03
050401 => 120601;1012,09:15==1020,10:53
050401 => 080201;1002,04:27==1019,01:05
050201 => 120301;1008,06:12==1017,01:29
050201 => 050401;1003,04:58==1019,15:26
050101 => 081301;1010,16:36==1022,16:10
040801 => 081301;1004,03:39==1019,08:11
040401 => 081001;1009,05:13==1017,10:49
030701 => 080701;1011,23:42==1018,16:52
022001 => 220401;1005,02:16==1021,14:16
022001 => 130301;1005,14:24==1014,09:47
022001 => 061101;1009,17:34==1017,19:32
022001 => 021101;1007,00:51==1018,15:55
021901 => 220501;1007,03:59==1018,15:31
021901 => 130501;1010,05:01==1014,09:43
021901 => 060501;1004,14:03==1015,10:58
021901 => 020601;1011,16:07==1021,07:05
021801 => 150901;1011,20:26==1024,06:07
021801 => 101101;1011,16:01==1020,08:54
021801 => 060501;1011,07:10==1016,13:51
021801 => 020801;1011,14:08==1019,12:27
021701 => 131201;1012,08:32==1020,03:54
021701 => 101101;1010,20:53==1023,16:30
021701 => 060101;1008,00:02==1021,04:57
021701 => 020501;1010,09:09==1021,04:34
021601 => 150901;1005,01:13==1015,05:45
021601 => 130101;1012,08:03==1022,22:33
021601 => 060401;1006,12:22==1019,22:49
021601 => 020601;1007,04:03==1024,10:22
021501 => 220501;1006,15:09==1019,07:38
021501 => 130501;1010,19:57==1015,09:26
021501 => 061201;1006,23:57==1019,08:07
021501 => 021001;1012,05:34==1019,03:23
021401 => 221001;1011,03:45==1015,16:16
021401 => 120501;1010,14:43==1017,08:21
021401 => 022001;1009,14:50==1014,13:53
021301 => 250301;1003,11:31==1023,09:54
021301 => 150801;1010,12:09==1019,21:28
021301 => 130201;1009,07:06==1021,22:34
021301 => 061201;1008,11:10==1018,06:01
021301 => 020701;1009,00:58==1018,11:50
021201 => 190301;1009,11:00==1022,22:22
021201 => 130501;1003,06:47==1019,21:23
021201 => 100101;1012,02:57==1021,20:17
021201 => 020701;1001,23:48==1023,20:38
021101 => 150301;1007,00:41==1023,06:15
021101 => 100301;1012,16:34==1020,21:22
021101 => 021501;1001,01:48==1023,18:24
021001 => 190201;1008,17:45==1018,02:06
021001 => 120801;1012,20:29==1013,08:18
021001 => 070101;1001,12:27==1021,23:52
021001 => 020501;1006,00:51==1023,00:51
020901 => 150801;1007,04:49==1020,16:19
020901 => 101101;1010,23:00==1015,10:02
020901 => 061001;1003,23:25==1013,12:19
020901 => 020701;1011,05:17==1021,00:27
020801 => 150401;1001,04:58==1014,21:14
020801 => 100701;1006,23:22==1018,16:02
020801 => 060201;1002,05:09==1022,23:20
020801 => 020601;1002,11:03==1020,08:58
020701 => 150201;1012,06:53==1015,13:35
020701 => 101101;1005,18:22==1024,11:27
020701 => 060501;1002,18:52==1024,14:44
020701 => 020801;1005,02:43==1018,06:30
020601 => 150801;1002,02:31==1015,00:15
020601 => 120801;1005,23:01==1013,17:47
020601 => 061101;1001,07:41==1024,03:29
020601 => 020901;1003,15:10==1013,17:06
020501 => 131201;1005,21:53==1020,11:21
020501 => 120101;1002,02:30==1014,02:12
020501 => 021901;1007,05:56==1022,17:10
020501 => 020201;1003,00:27==1022,14:20
020401 => 150801;1010,17:08==1020,10:21
020401 => 100901;1012,15:13==1014,10:56
020401 => 060301;1005,00:10==1024,18:41
020401 => 020301;1011,01:29==1015,00:41
020301 => 190101;1006,10:10==1018,15:49
020301 => 101001;1011,15:00==1024,20:14
020301 => 060101;1007,09:46==1016,23:37
020201 => 250301;1005,08:18==1022,03:59
020201 => 120701;1012,00:40==1020,02:04
020201 => 061201;1001,06:16==1013,13:14
020201 => 020701;1001,16:07==1015,12:40
020101 => 150801;1001,03:52==1023,20:51
020101 => 120301;1007,19:24==1020,01:32
020101 => 061101;1011,09:45==1017,23:08
020101 => 020901;1003,01:57==1021,11:32
010701 => 220301;1007,02:29==1014,19:20
010701 => 061101;1001,09:54==1017,09:06
010701 => 010601;1002,09:14==1016,09:51
010601 => 130801;1006,00:27==1019,16:50
010601 => 061001;1011,00:28==1019,13:10
010601 => 010301;1001,16:55==1014,09:00
010501 => 130801;1004,10:55==1013,04:11
010501 => 060401;1011,15:38==1017,15:11
010301 => 221001;1006,02:11==1021,21:08
010301 => 130701;1007,02:07==1016,11:33
010301 => 021901;1004,14:57==1018,10:06
010201 => 131201;1009,19:25==1023,09:09
010201 => 060701;1007,19:32==1015,18:26
010101 => 220501;1007,14:56==1016,16:50
010101 => 130301;1004,03:05==1014,03:35
010101 => 021601;1003,06:16==1013,14:09
