250301 => 130301;0304,22:24==0324,15:02
120801 => 100801;0312,08:38==0319,16:29
120801 => 021001;0310,17:17==0320,15:04
120701 => 150301;0308,18:27==0319,22:37
120701 => 090701;0302,06:06==0324,04:49
120701 => 020201;0312,06:22==0313,04:54
120601 => 100901;0302,06:44==0315,16:08
120601 => 050501;0307,15:12==0322,06:12
120501 => 120401;0307,22:52==0315,04:28
120501 => 100101;0309,15:10==0315,19:22
120501 => 021401;0301,08:07==0323,20:23
120401 => 150801;0305,23:03==0316,12:53
120401 => 100801;0311,19:27==0321,19:53
120401 => 050501;0311,10:18==0323,19:16
120301 => 150701;0311,10:43==0318,20:08
120301 => 100401;0305,01:51==0317,19:14
120301 => 021001;0302,12:31==0315,10:40
120201 => 120801;0311,12:09==0317,11:48
120201 => 090201;0312,01:58==0318,19:27
120101 => 190301;0305,14:16==0315,13:33
120101 => 101101;0301,15:46==0318,19:49
120101 => 050501;0306,13:10==0318,17:27
101101 => 190201;0302,12:47==0324,13:38
101101 => 120801;0312,05:03==0317,14:14
101101 => 100501;0308,19:42==0317,20:51
101101 => 021201;0302,20:41==0317,01:50
101001 => 190201;0303,16:18==0318,22:21
101001 => 130501;0312,03:58==0315,20:45
101001 => 090701;0305,01:58==0314,12:55
100901 => 190201;0303,22:31==0316,18:31
100901 => 120401;0309,09:16==0316,20:58
100901 => 021901;0302,19:43==0320,10:11
100801 => 190201;0303,19:54==0314,00:49
100801 => 120701;0312,13:54==0320,19:15
100801 => 100201;0309,06:21==0324,08:08
100801 => 020701;0304,16:06==0315,23:01
100701 => 220201;0305,22:39==0315,01:39
100701 => 130101;0308,08:55==0322,13:31
100701 => 060701;0310,07:34==0314,19:44
100701 => 021101;0311,17:46==0323,04:24
100601 => 221001;0307,21:01==0318,00:00
100601 => 131201;0308,07:05==0324,20:48
100601 => 101101;0307,01:01==0318,18:53
100601 => 021601;0310,09:52==0319,04:54
100601 => 020301;0309,23:08==0322,14:05
100501 => 131201;0312,08:39==0320,17:50
100501 => 120301;0312,06:07==0324,00:13
100501 => 060201;0303,04:18==0321,18:40
100501 => 020201;0311,13:33==0318,16:51
100401 => 150301;0309,20:36==0319,00:44
100401 => 101001;0307,08:59==0318,02:33
100401 => 021801;0302,03:14==0320,00:44
100401 => 020401;0301,09:19==0314,16:07
100301 => 150701;0311,05:01==0315,18:10
100301 => 120401;0306,14:19==0315,16:11
100301 => 100101;0308,07:49==0321,00:57
100301 => 020901;0310,19:26==0323,03:18
100201 => 150701;0308,02:58==0317,14:26
100201 => 100901;0308,11:14==0314,11:29
100201 => 021901;0306,21:18==0313,05:24
100201 => 020401;0309,18:12==0324,02:17
100101 => 150301;0310,13:56==0322,14:55
100101 => 100701;0312,16:30==0324,02:34
100101 => 021301;0302,11:26==0320,11:48
090701 => 150901;0307,02:19==0313,17:20
090701 => 100201;0310,19:12==0324,19:34
090501 => 120701;0308,14:38==0321,12:45
090501 => 051101;0304,02:01==0319,13:40
090201 => 090501;0311,07:55==0313,17:02
090101 => 150701;0301,09:11==0315,02:24
090101 => 051001;0308,10:09==0315,19:52
081301 => 051101;0310,11:20==0318,21:32
081001 => 080701;0305,18:19==0319,02:14
080701 => 210801;0306,06:49==0318,13:30
080701 => 040401;0311,08:41==0323,11:40
080201 => 040401;0310,21:20==0318,10:05
070101 => 120201;0304,03:25==0317,05:56
070101 => 021001;0306,07:38==0322,01:42
061301 => 220301;0304,21:33==0323,02:06
061301 => 060601;0303,03:43==0314,23:32
061301 => 010101;0310,14:34==0317,21:03
061201 => 130901;0310,03:46==0314,03:09
061201 => 060301;0302,06:17==0313,10:13
061201 => 010701;0312,03:47==0323,02:22
061101 => 220201;0311,14:44==0321,05:29
061101 => 060501;0305,03:04==0315,00:21
061101 => 020301;0310,12:12==0317,04:51
061001 => 220501;0303,05:29==0317,22:19
061001 => 061301;0309,19:54==0317,19:28
061001 => 020901;0312,14:56==0317,22:46
060801 => 220501;0312,02:19==0323,12:19
060801 => 061301;0306,20:06==0319,10:20
060801 => 010101;0307,16:35==0323,20:57
060701 => 130501;0304,00:45==0323,08:36
060701 => 022001;0305,11:14==0317,08:05
060601 => 221001;0310,19:53==0319,09:46
060601 => 130501;0311,16:30==0324,10:33
060601 => 060501;0308,14:20==0318,10:57
060501 => 220901;0305,05:01==0314,13:53
060501 => 130401;0302,02:20==0316,23:39
060501 => 060401;0312,23:44==0323,22:27
060501 => 020601;0301,01:07==0324,10:18
060401 => 220401;0301,10:20==0315,06:21
060401 => 100701;0311,16:07==0320,13:57
060401 => 021501;0303,21:23==0314,16:05
060301 => 220501;0306,06:57==0317,01:57
060301 => 130201;0306,15:37==0321,22:34
060301 => 021501;0310,14:14==0320,09:41
060301 => 010501;0312,21:01==0315,15:22
060201 => 130901;0305,14:32==0317,01:58
060201 => 100301;0309,09:20==0318,00:14
060201 => 020901;0310,14:09==0318,12:32
060101 => 220901;0305,18:18==0318,03:18
060101 => 130201;0304,07:30==0320,15:00
060101 => 022001;0306,18:36==0318,22:35
060101 => 020401;0310,21:53==0316,18:12
051101 => 120201;0309,02:49==0323,16:00
051101 => 040801;0304,20:33==0318,13:52
051001 => 081001;0301,07:35==0323,10:31
050901 => 120201;0310,21:54==0323,18:34
050901 => 050101;0301,23:30==0315,16:17
050501 => 120301;0306,07:05==0313,11:12
050501 => 040801;0308,07:39==0323,16:56
050401 => 090201;0310,20:24==0316,12:42
050201 => 120901;0302,10:55==0322,23:50
050201 => 081001;0305,21:16==0315,03:03
050101 => 120401;0309,03:16==0317,19:07
050101 => 040801;0312,20:23==0318,00:19
040801 => 050501;0303,07:35==0313,04:43
030701 => 090701;0307,20:03==0318,07:33
030701 => 050101;0309,04:00==0323,22:30
022001 => 150201;0308,22:07==0323,05:02
022001 => 100401;0311,21:15==0314,16:52
022001 => 021901;0304,22:33==0315,19:15
022001 => 020301;0312,05:12==0317,17:25
021901 => 150301;0303,05:22==0320,06:35
021901 => 100201;0309,21:50==0315,13:41
021901 => 021401;0311,17:23==0321,02:03
021901 => 010101;0307,15:58==0314,18:34
021801 => 130701;0302,00:26==0319,20:34
021801 => 100301;0303,11:53==0316,14:58
021801 => 021501;0309,06:24==0321,13:23
021701 => 150901;0310,02:06==0322,21:43
021701 => 130201;0301,07:16==0319,03:26
021701 => 100201;0305,05:47==0322,02:20
021701 => 021201;0310,02:53==0315,14:42
021601 => 220701;0301,15:39==0318,06:33
021601 => 130901;0301,10:42==0323,02:53
021601 => 061301;0307,00:20==0315,16:42
021601 => 021501;0303,13:28==0321,05:09
021501 => 250301;0303,09:41==0315,09:30
021501 => 131201;0303,09:14==0324,12:21
021501 => 100601;0302,09:59==0319,16:47
021501 => 021801;0306,03:07==0324,21:33
021501 => 010601;0301,04:40==0316,19:52
021401 => 131001;0304,03:56==0323,14:55
021401 => 100501;0307,16:12==0318,20:56
021401 => 020701;0303,11:46==0316,07:41
021301 => 220201;0304,10:32==0313,11:16
021301 => 130701;0311,23:31==0318,09:36
021301 => 100401;0308,18:02==0319,10:16
021301 => 021801;0312,04:46==0323,04:30
021301 => 010101;0308,16:42==0323,04:51
021201 => 131201;0302,11:21==0313,03:31
021201 => 100601;0303,23:24==0314,15:41
021201 => 021701;0309,12:50==0313,21:24
021101 => 190201;0307,06:33==0317,17:21
021101 => 130501;0310,01:44==0318,18:27
021101 => 022001;0303,01:25==0317,15:54
021001 => 220701;0308,16:20==0323,11:57
021001 => 130901;0301,12:31==0319,03:27
021001 => 100501;0311,01:25==0314,21:58
021001 => 021701;0312,04:06==0322,04:12
020901 => 220401;0303,11:32==0321,20:38
020901 => 130601;0306,07:36==0322,18:20
020901 => 100201;0305,09:33==0316,15:37
020901 => 021501;0302,09:56==0321,01:33
020901 => 010501;0311,22:40==0324,20:25
020801 => 130501;0302,04:00==0322,01:37
020801 => 061301;0303,01:12==0313,11:45
020801 => 021301;0303,19:22==0316,21:52
020701 => 190301;0302,23:40==0319,09:38
020701 => 130201;0301,02:43==0319,17:43
020701 => 100301;0306,08:30==0318,04:57
020701 => 021401;0302,23:20==0321,19:22
020601 => 250301;0311,10:41==0319,23:16
020601 => 130501;0301,19:18==0314,15:02
020601 => 100601;0312,19:16==0313,08:36
020601 => 021801;0307,07:27==0314,18:03
020501 => 190301;0306,05:11==0319,22:19
020501 => 120801;0306,08:49==0313,17:53
020501 => 100201;0304,11:22==0316,16:18
020501 => 020801;0311,13:33==0317,06:59
020401 => 220501;0307,06:11==0316,15:34
020401 => 130401;0308,00:33==0313,08:58
020401 => 100201;0311,23:26==0316,15:57
020401 => 021301;0308,15:25==0322,14:42
020301 => 220501;0302,00:07==0321,08:45
020301 => 130301;0308,14:57==0324,13:58
020301 => 061101;0304,11:51==0317,13:16
020301 => 020701;0309,07:05==0316,08:32
020201 => 150201;0308,12:59==0320,00:13
020201 => 100401;0312,12:12==0317,00:48
020201 => 021601;0301,10:39==0321,22:24
020101 => 220201;0312,23:48==0321,15:52
020101 => 130601;0302,20:12==0313,06:27
020101 => 100401;0307,09:38==0324,06:38
020101 => 021601;0301,07:07==0321,04:58
010701 => 220801;0311,02:20==0322,02:54
010701 => 130501;0308,23:53==0322,11:58
010701 => 060301;0304,20:19==0319,00:52
010601 => 220301;0302,22:15==0319,10:08
010601 => 100701;0303,06:55==0315,06:06
010601 => 021501;0308,12:10==0315,11:53
010501 => 220201;0305,16:19==0313,05:31
010501 => 061201;0304,04:47==0319,18:02
010501 => 020901;0303,18:43==0315,11:05
010301 => 220101;0307,04:43==0323,16:14
010301 => 060601;0305,21:40==0313,02:53
010201 => 220701;0309,20:37==0313,10:04
010201 => 130301;0307,10:27==0319,02:52
010201 => 010701;0304,04:43==0314,17:04
010101 => 130901;0306,00:58==0318,18:48
010101 => 060401;0307,14:20==0315,12:01
010101 => 010501;0306,12:38==0313,05:12
